surah,ayah,token_index,surface,plain,prev,next,gold,pred,candidates,certainty,needs_context,resolution_reason
12,38,13,مِنْ,من,بِاللَّهِ,شَيْءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,38,16,مِنْ,من,ذَلِكَ,فَضْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,40,1,مَا,ما,,تَعْبُدُونَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,40,3,مِنْ,من,تَعْبُدُونَ,دُونِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,40,5,إِلَّا,إلا,دُونِهِ,أَسْمَاءً,HARF,HARF,,Certificate,False,MASAQ:106
12,40,10,مَا,ما,وَآبَاؤُكُمْ,أَنْزَلَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,40,14,مِنْ,من,بِهَا,سُلْطَانٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,40,16,إِنِ,إن,سُلْطَانٍ,الْحُكْمُ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/conditional_letters_tools.json#1
12,40,18,إِلَّا,إلا,الْحُكْمُ,لِلَّهِ,HARF,HARF,,Certificate,False,MASAQ:106
12,40,23,إِلَّا,إلا,تَعْبُدُوا,إِيَّاهُ,HARF,HARF,,Certificate,False,MASAQ:106
12,41,13,مِنْ,من,الطَّيْرُ,رَأْسِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,43,21,إِنْ,إن,رُؤْيَايَ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
12,47,11,إِلَّا,إلا,سُنْبُلِهِ,قَلِيلَاً,HARF,HARF,,Certificate,False,MASAQ:106
12,48,3,مِنْ,من,يَأْتِي,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,48,9,مَا,ما,يَأْكُلْنَ,قَدَّمْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,48,12,إِلَّا,إلا,لَهُنَّ,قَلِيلَاً,HARF,HARF,,Certificate,False,MASAQ:106
12,49,3,مِنْ,من,يَأْتِي,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,50,19,إِنَّ,إن,أَيْدِيَهُنَّ,رَبِّي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,51,12,مَا,ما,لِلَّهِ,عَلِمْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,51,15,مِنْ,من,عَلَيْهِ,سُوءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,53,4,إِنَّ,إن,نَفْسِي,النَّفْسَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,53,8,إِلَّا,إلا,بِالسُّوءِ,مَا,HARF,HARF,,Certificate,False,MASAQ:106
12,53,9,مَا,ما,إِلَّا,رَحِمَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,53,12,إِنَّ,إن,رَبِّي,رَبِّي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,56,12,مَنْ,من,بِرَحْمَتِنَا,نَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,59,8,مِنْ,من,لَكُمْ,أَبِيكُمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,64,5,إِلَّا,إلا,عَلَيْهِ,كَمَا,HARF,HARF,,Certificate,False,MASAQ:106
12,64,10,مِنْ,من,أَخِيهِ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,65,10,مَا,ما,يَاأَبَانَا,نَبْغِي,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,66,5,حَتَّى,حتى,مَعَكُمْ,تُؤْتُونِ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
12,66,8,مِنَ,من,مَوْثِقَاً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,66,12,إِلَّا,إلا,بِهِ,أَنْ,HARF,HARF,,Certificate,False,MASAQ:106
12,66,13,أَنْ,أن,إِلَّا,يُحَاطَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,66,22,مَا,ما,عَلَى,نَقُولُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,67,5,مِنْ,من,تَدْخُلُوا,بَابٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,67,9,مِنْ,من,وَادْخُلُوا,أَبْوَابٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,67,15,مِنَ,من,عَنْكُمْ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,67,17,مِنْ,من,اللَّهِ,شَيْءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,67,19,إِنِ,إن,شَيْءٍ,الْحُكْمُ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/conditional_letters_tools.json#1
12,67,21,إِلَّا,إلا,الْحُكْمُ,لِلَّهِ,HARF,HARF,,Certificate,False,MASAQ:106
12,68,3,مِنْ,من,دَخَلُوا,حَيْثُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,68,7,مَا,ما,أَبُوهُمْ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,68,11,مِنَ,من,عَنْهُمْ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,68,13,مِنْ,من,اللَّهِ,شَيْءٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,68,15,إِلَّا,إلا,شَيْءٍ,حَاجَةً,HARF,HARF,,Certificate,False,MASAQ:106
12,69,14,بِمَا,بما,تَبْتَئِسْ,كَانُوا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
12,73,5,مَا,ما,عَلِمْتُمْ,جِئْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,74,4,إِنْ,إن,جَزَاؤُهُ,كُنْتُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
12,75,3,مَنْ,من,جَزَاؤُهُ,وُجِدَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,76,8,مِنْ,من,اسْتَخْرَجَهَا,وِعَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,76,14,مَا,ما,لِيُوسُفَ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,76,21,إِلَّا,إلا,الْمَلِكِ,أَنْ,HARF,HARF,,Certificate,False,MASAQ:106
12,76,22,أَنْ,أن,إِلَّا,يَشَاءَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,76,27,مَنْ,من,دَرَجَاتٍ,نَشَاءُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,77,2,إِنْ,إن,قَالُوا,يَسْرِقْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
12,77,8,مِنْ,من,لَهُ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,77,23,بِمَا,بما,أَعْلَمُ,تَصِفُونَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
12,78,4,إِنَّ,إن,الْعَزِيزُ,لَهُ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,78,14,مِنَ,من,نَرَاكَ,الْمُحْسِنِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,79,4,أَنْ,أن,اللَّهِ,نَأْخُذَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,79,6,إِلَّا,إلا,نَأْخُذَ,مَنْ,HARF,HARF,,Certificate,False,MASAQ:106
12,79,7,مَنْ,من,إِلَّا,وَجَدْنَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,80,10,أَنَّ,أن,تَعْلَمُوا,أَبَاكُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/copulative_particle.json#2
12,80,16,مِنَ,من,مَوْثِقَاً,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,80,20,مَا,ما,قَبْلُ,فَرَّطْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,80,27,حَتَّى,حتى,الْأَرْضَ,يَأْذَنَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
12,81,6,إِنَّ,إن,يَاأَبَانَا,ابْنَكَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,81,11,إِلَّا,إلا,شَهِدْنَا,بِمَا,HARF,HARF,,Certificate,False,MASAQ:106
12,81,12,بِمَا,بما,إِلَّا,عَلِمْنَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
12,83,11,أَنْ,أن,اللَّهُ,يَأْتِيَنِي,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,84,9,مِنَ,من,عَيْنَاهُ,الْحُزْنِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,85,6,حَتَّى,حتى,يُوسُفَ,تَكُونَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
12,85,11,مِنَ,من,تَكُونَ,الْهَالِكِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,86,9,مِنَ,من,وَأَعْلَمُ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,86,11,مَا,ما,اللَّهِ,لَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,87,4,مِنْ,من,فَتَحَسَّسُوا,يُوسُفَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,87,9,مِنْ,من,تَيْأَسُوا,رَوْحِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,87,15,مِنْ,من,يَيْأَسُ,رَوْحِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,87,18,إِلَّا,إلا,اللَّهِ,الْقَوْمُ,HARF,HARF,,Certificate,False,MASAQ:106
12,88,18,إِنَّ,إن,عَلَيْنَا,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,89,4,مَا,ما,عَلِمْتُمْ,فَعَلْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,90,11,مَنَّ,من,قَدْ,اللَّهُ,FIIL,FIIL,,Certificate,False,MASAQ:8987
12,90,15,مَنْ,من,إِنَّهُ,يَتَّقِ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,94,11,أَنْ,أن,لَوْلَا,تُفَنِّدُونِ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,96,2,أَنْ,أن,فَلَمَّا,جَاءَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,96,16,مِنَ,من,أَعْلَمُ,اللَّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,96,18,مَا,ما,اللَّهِ,لَا,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
12,99,11,إِنْ,إن,مِصْرَ,شَاءَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
12,100,13,مِنْ,من,رُؤْيَايَ,قَبْلُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,100,24,مِنَ,من,أَخْرَجَنِي,السِّجْنِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,100,28,مِنَ,من,بِكُمْ,الْبَدْوِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,100,30,مِنْ,من,الْبَدْوِ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,100,32,أَنْ,أن,بَعْدِ,نَزَغَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,100,38,إِنَّ,إن,إِخْوَتِي,رَبِّي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
12,101,4,مِنَ,من,آتَيْتَنِي,الْمُلْكِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,101,7,مِنْ,من,وَعَلَّمْتَنِي,تَأْوِيلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,102,2,مِنْ,من,ذَلِكَ,أَنْبَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,104,4,مِنْ,من,عَلَيْهِ,أَجْرٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,104,6,إِنْ,إن,أَجْرٍ,هُوَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/conditional_letters_tools.json#1
12,104,8,إِلَّا,إلا,هُوَ,ذِكْرٌ,HARF,HARF,,Certificate,False,MASAQ:106
12,105,2,مِنْ,من,وَكَأَيِّنْ,آيَةٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,106,5,إِلَّا,إلا,بِاللَّهِ,وَهُمْ,HARF,HARF,,Certificate,False,MASAQ:106
12,107,2,أَنْ,أن,أَفَأَمِنُوا,تَأْتِيَهُمْ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
12,107,5,مِنْ,من,غَاشِيَةٌ,عَذَابِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,108,16,مِنَ,من,أَنَا,الْمُشْرِكِينَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
12,109,3,مِنْ,من,أَرْسَلْنَا,قَبْلِكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,109,5,إِلَّا,إلا,قَبْلِكَ,رِجَالَاً,HARF,HARF,,Certificate,False,MASAQ:106
12,109,9,مِنْ,من,إِلَيْهِمْ,أَهْلِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,109,21,مِنْ,من,الَّذِينَ,قَبْلِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
12,110,1,حَتَّى,حتى,,إِذَا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
12,110,12,مَنْ,من,فَنُجِّيَ,نَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
12,111,8,مَا,ما,الْأَلْبَابِ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,1,8,مِنْ,من,إِلَيْكَ,رَبِّكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,3,19,إِنَّ,إن,النَّهَارَ,فِي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
13,4,6,مِنْ,من,وَجَنَّاتٌ,أَعْنَابٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,4,22,إِنَّ,إن,الْأُكُلِ,فِي,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
13,6,7,مِنْ,من,خَلَتْ,قَبْلِهِمُ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,7,8,مِنْ,من,آيَةٌ,رَبِّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,8,3,مَا,ما,يَعْلَمُ,تَحْمِلُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,10,3,مَنْ,من,مِنْكُمْ,أَسَرَّ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
13,11,3,مِنْ,من,مُعَقِّبَاتٌ,بَيْنِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,11,9,مِنْ,من,يَحْفَظُونَهُ,أَمْرِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,11,12,إِنَّ,إن,اللَّهِ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
13,11,16,مَا,ما,يُغَيِّرُ,بِقَوْمٍ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,11,18,حَتَّى,حتى,بِقَوْمٍ,يُغَيِّرُوا,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/preposition_meanings.json#48
13,11,20,مَا,ما,يُغَيِّرُوا,بِأَنْفُسِهِمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,11,32,مِنْ,من,لَهُمْ,دُونِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,11,34,مِنْ,من,دُونِهِ,وَالٍ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,13,5,مِنْ,من,وَالْمَلَائِكَةُ,خِيفَتِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,13,11,مَنْ,من,بِهَا,يَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
13,14,6,مِنْ,من,يَدْعُونَ,دُونِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,14,12,إِلَّا,إلا,بِشَيْءٍ,كَبَاسِطِ,HARF,HARF,,Certificate,False,MASAQ:106
13,14,25,إِلَّا,إلا,الْكَافِرِينَ,فِي,HARF,HARF,,Certificate,False,MASAQ:106
13,15,3,مَنْ,من,يَسْجُدُ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
13,16,2,مَنْ,من,قُلْ,رَبُّ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
13,16,10,مِنْ,من,أَفَاتَّخَذْتُمْ,دُونِهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,17,2,مِنَ,من,أَنْزَلَ,السَّمَاءِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#32
13,17,33,مَا,ما,وَأَمَّا,يَنْفَعُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,18,10,أَنَّ,أن,لَوْ,لَهُمْ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/copulative_particle.json#2
13,18,12,مَا,ما,لَهُمْ,فِي,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,19,6,مِنْ,من,إِلَيْكَ,رَبِّكَ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,21,3,مَا,ما,يَصِلُونَ,أَمَرَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,21,7,أَنْ,أن,بِهِ,يُوصَلَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
13,23,6,مِنْ,من,صَلَحَ,آبَائِهِمْ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,23,13,مِنْ,من,عَلَيْهِمْ,كُلِّ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,24,3,بِمَا,بما,عَلَيْكُمْ,صَبَرْتُمْ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,True,MASAQ:48
13,25,5,مِنْ,من,اللَّهِ,بَعْدِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,25,9,مَا,ما,وَيَقْطَعُونَ,أَمَرَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#13
13,25,13,أَنْ,أن,بِهِ,يُوصَلَ,HARF,HARF,HARF,Certificate,False,registry:plain:02_mabniyat/present_naseb_tools.json#1
13,26,15,إِلَّا,إلا,الْآخِرَةِ,مَتَاعٌ,HARF,HARF,,Certificate,False,MASAQ:106
13,27,8,مِنْ,من,آيَةٌ,رَبِّهِ,HARF,HARF,HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/preposition_meanings.json#34
13,27,11,إِنَّ,إن,قُلْ,اللَّهَ,HARF,HARF,HARF,Certificate,False,registry:exact:02_mabniyat/letters_answers.json#4
13,27,14,مَنْ,من,يُضِلُّ,يَشَاءُ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
13,27,18,مَنْ,من,إِلَيْهِ,أَنَابَ,ISM_MAWSOOL,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,True,registry-exact-hypothesis:exact:02_mabniyat/relative_pronouns.json#3
