surah,ayah,token_index,surface,plain,prev,next,gold_class,pred_class,candidates,certainty,source,proof_kind,error_family
25,56,1,وَمَا,وما,,أَرْسَلْنَاكَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
25,57,2,مَا,ما,قُلْ,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
25,58,3,الْحَيِّ,الحي,عَلَى,الَّذِي,JAMID,ISM_MUARAB,,Certificate,MASAQ:6627,Certificate,proper_misclassified
25,59,10,ثُمَّ,ثم,أَيَّامٍ,اسْتَوَى,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
25,60,7,وَمَا,وما,قَالُوا,الرَّحْمَنُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
25,67,2,إِذَا,إذا,وَالَّذِينَ,أَنْفَقُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
25,73,2,إِذَا,إذا,وَالَّذِينَ,ذُكِّرُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
25,77,2,مَا,ما,قُلْ,يَعْبَأُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
26,5,1,وَمَا,وما,,يَأْتِيهِمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,8,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,12,2,رَبِّ,رب,قَالَ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,16,6,رَبِّ,رب,رَسُولُ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,18,10,سِنِينَ,سنين,عُمُرِكَ,,HARF,ISM_MUARAB,,Certificate,MASAQ:30885,Certificate,HARF_to_ISM_MUARAB
26,20,3,إِذَاً,إذا,فَعَلْتُهَا,وَأَنَا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
26,21,3,لَمَّا,لما,مِنْكُمْ,خِفْتُكُمْ,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
26,23,3,وَمَا,وما,فِرْعَوْنُ,رَبُّ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,23,4,رَبُّ,رب,وَمَا,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,24,2,رَبُّ,رب,قَالَ,السَّمَاوَاتِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,26,3,وَرَبُّ,ورب,رَبُّكُمْ,آبَائِكُمُ,ISM_MUARAB,HARF,HARF,Certificate,MASAQ:44865,Certificate,ISM_MUARAB_to_HARF
26,28,2,رَبُّ,رب,قَالَ,الْمَشْرِقِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,42,4,إِذَاً,إذا,وَإِنَّكُمْ,لَمِنَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
26,48,1,رَبِّ,رب,,مُوسَى,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,49,6,آذَنَ,آذن,أَنْ,لَكُمْ,FIIL,HARF,HARF,Certificate,registry:plain:02_mabniyat/present_naseb_tools.json#3,Certificate,FIIL_to_HARF
26,64,2,ثَمَّ,ثم,وَأَزْلَفْنَا,الْآخَرِينَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,65,3,وَمَنْ,ومن,مُوسَى,مَعَهُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
26,66,1,ثُمَّ,ثم,,أَغْرَقْنَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,67,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,70,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,72,4,إِذْ,إذ,يَسْمَعُونَكُمْ,تَدْعُونَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,77,5,رَبَّ,رب,إِلَّا,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,81,3,ثُمَّ,ثم,يُمِيتُنِي,يُحْيِينِ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,83,1,رَبِّ,رب,,هَبْ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,98,1,إِذْ,إذ,,نُسَوِّيكُمْ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,99,1,وَمَا,وما,,أَضَلَّنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,103,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,106,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,109,1,وَمَا,وما,,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,109,10,رَبِّ,رب,عَلَى,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,112,2,وَمَا,وما,قَالَ,عِلْمِي,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,114,1,وَمَا,وما,,أَنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,117,2,رَبِّ,رب,قَالَ,إِنَّ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,118,6,وَمَنْ,ومن,وَنَجِّنِي,مَعِيَ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
26,119,2,وَمَنْ,ومن,فَأَنْجَيْنَاهُ,مَعَهُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
26,120,1,ثُمَّ,ثم,,أَغْرَقْنَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,121,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,124,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,127,1,وَمَا,وما,,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,127,10,رَبِّ,رب,عَلَى,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,138,1,وَمَا,وما,,نَحْنُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,139,7,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,142,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,142,5,صَالِحٌ,صالح,أَخُوهُمْ,أَلَا,JAMID,ISM_MUARAB,,Certificate,MASAQ:26255,Certificate,proper_misclassified
26,145,1,وَمَا,وما,,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,145,10,رَبِّ,رب,عَلَى,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,146,4,هَاهُنَا,هاهنا,مَا,آمِنِينَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/demonstrative_pronouns.json#4,Certificate,harf_vs_mabni
26,154,1,مَا,ما,,أَنْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
26,158,7,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,161,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,164,1,وَمَا,وما,,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,164,10,رَبِّ,رب,عَلَى,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,169,1,رَبِّ,رب,,نَجِّنِي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,172,1,ثُمَّ,ثم,,دَمَّرْنَا,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,174,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,177,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
26,180,1,وَمَا,وما,,أَسْأَلُكُمْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,180,10,رَبِّ,رب,عَلَى,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,186,1,وَمَا,وما,,أَنْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,188,3,أَعْلَمُ,أعلم,رَبِّي,بِمَا,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
26,190,5,وَمَا,وما,لَآيَةً,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,192,3,رَبِّ,رب,لَتَنْزِيلُ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
26,199,3,مَا,ما,عَلَيْهِمْ,كَانُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
26,205,4,سِنِينَ,سنين,مَتَّعْنَاهُمْ,,HARF,ISM_MUARAB,,Certificate,MASAQ:30885,Certificate,HARF_to_ISM_MUARAB
26,206,1,ثُمَّ,ثم,,جَاءَهُمْ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
26,207,1,مَا,ما,,أَغْنَى,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
26,208,1,وَمَا,وما,,أَهْلَكْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,209,2,وَمَا,وما,ذِكْرَى,كُنَّا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,210,1,وَمَا,وما,,تَنَزَّلَتْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,211,1,وَمَا,وما,,يَنْبَغِي,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,211,4,وَمَا,وما,لَهُمْ,يَسْتَطِيعُونَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
26,227,12,مَا,ما,بَعْدِ,ظُلِمُوا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
26,227,17,أَيَّ,أي,ظَلَمُوا,مُنْقَلَبٍ,HARF,ISM_MABNI,ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/conditional_lett,Hypothesis,harf_vs_mabni
27,7,1,إِذْ,إذ,,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
27,8,13,رَبِّ,رب,اللَّهِ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,11,4,ثُمَّ,ثم,ظَلَمَ,بَدَّلَ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
27,18,2,إِذَا,إذا,حَتَّى,أَتَوْا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
27,19,6,رَبِّ,رب,وَقَالَ,أَوْزِعْنِي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,20,4,مَا,ما,فَقَالَ,لِيَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,26,6,رَبُّ,رب,هُوَ,الْعَرْشِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,28,6,ثُمَّ,ثم,إِلَيْهِمْ,تَوَلَّ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
27,28,10,مَاذَا,ماذا,فَانْظُرْ,يَرْجِعُونَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/interrogative_tools_categories.js,Certificate,harf_vs_mabni
27,29,6,إِلَيَّ,إلي,أُلْقِيَ,كِتَابٌ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
27,32,7,مَا,ما,أَمْرِي,كُنْتُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,33,11,مَاذَا,ماذا,فَانْظُرِي,تَأْمُرِينَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:plain:02_mabniyat/interrogative_tools_categories.js,Certificate,harf_vs_mabni
27,34,4,إِذَا,إذا,الْمُلُوكَ,دَخَلُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
27,44,19,رَبِّ,رب,قَالَتْ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,44,27,رَبِّ,رب,لِلَّهِ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,49,6,ثُمَّ,ثم,وَأَهْلَهُ,لَنَقُولَنَّ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
27,49,9,مَا,ما,لِوَلِيِّهِ,شَهِدْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,54,2,إِذْ,إذ,وَلُوطَاً,قَالَ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#13,Certificate,harf_vs_mabni
27,60,13,ذَاتَ,ذات,حَدَائِقَ,بَهْجَةٍ,ISM_MUARAB,ISM_MAWSOOL,ISM_MAWSOOL,Certificate,registry:plain:02_mabniyat/relative_pronouns.json#19,Certificate,ISM_MUARAB_to_ISM_MAWSOOL
27,60,15,مَا,ما,بَهْجَةٍ,كَانَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,62,4,إِذَا,إذا,الْمُضْطَرَّ,دَعَاهُ,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
27,62,15,مَا,ما,قَلِيلَاً,تَذَكَّرُونَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,64,4,ثُمَّ,ثم,الْخَلْقَ,يُعِيدُهُ,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
27,65,11,وَمَا,وما,اللَّهُ,يَشْعُرُونَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
27,75,1,وَمَا,وما,,مِنْ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
27,80,9,إِذَا,إذا,الدُّعَاءَ,وَلَّوْا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
27,81,1,وَمَا,وما,,أَنْتَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
27,84,2,إِذَا,إذا,حَتَّى,جَاءُوا,HARF,ISM_MABNI,ISM_MABNI,Certificate,registry:exact:02_mabniyat/built_in_adverbs.json#21,Certificate,harf_vs_mabni
27,87,9,وَمَنْ,ومن,السَّمَاوَاتِ,فِي,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
27,89,1,مَنْ,من,,جَاءَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
27,91,5,رَبَّ,رب,أَعْبُدَ,هَذِهِ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
27,93,7,وَمَا,وما,فَتَعْرِفُونَهَا,رَبُّكَ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
28,3,2,عَلَيْكَ,عليك,نَتْلُو,مِنْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
28,16,2,رَبِّ,رب,قَالَ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,17,2,رَبِّ,رب,قَالَ,بِمَا,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,19,27,وَمَا,وما,الْأَرْضِ,تُرِيدُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
28,21,6,رَبِّ,رب,قَالَ,نَجِّنِي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,22,3,تِلْقَاءَ,تلقاء,تَوَجَّهَ,مَدْيَنَ,ISM_MUARAB,HARF,,Certificate,MASAQ:20066,Certificate,ISM_MUARAB_to_HARF
28,24,3,ثُمَّ,ثم,لَهُمَا,تَوَلَّى,HARF,ISM_MABNI,ISM_MABNI,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/built_in_adverbs,Hypothesis,harf_vs_mabni
28,24,8,رَبِّ,رب,فَقَالَ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,24,12,إِلَيَّ,إلي,أَنْزَلْتَ,مِنْ,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
28,27,19,وَمَا,وما,عِنْدِكَ,أُرِيدُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
28,27,23,عَلَيْكَ,عليك,أَشُقَّ,سَتَجِدُنِي,HARF,ISM_MABNI,ISM_MABNI|FIIL,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/verb_name.json#8,Hypothesis,harf_vs_mabni
28,30,18,رَبُّ,رب,اللَّهُ,الْعَالَمِينَ,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,33,2,رَبِّ,رب,قَالَ,إِنِّي,ISM_MUARAB,HARF,HARF,Certificate,registry:plain:02_mabniyat/preposition_meanings.json#40,Certificate,ISM_MUARAB_to_HARF
28,36,7,مَا,ما,قَالُوا,هَذَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
28,36,12,وَمَا,وما,مُفْتَرَىً,سَمِعْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:51,Certificate,harf_vs_mawsool
28,37,4,أَعْلَمُ,أعلم,رَبِّي,بِمَنْ,ISM_MUARAB,FIIL,,Certificate,MASAQ:477,Certificate,noun_misread_as_verb
28,37,10,وَمَنْ,ومن,عِنْدِهِ,تَكُونُ,ISM_MAWSOOL,HARF,ISM_MAWSOOL|ISM_MABNI|HARF,Certificate,MASAQ:1895,Certificate,ISM_MAWSOOL_to_HARF
28,38,5,مَا,ما,الْمَلَأُ,عَلِمْتُ,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
28,43,7,مَا,ما,بَعْدِ,أَهْلَكْنَا,HARF,ISM_MAWSOOL,ISM_MAWSOOL|ISM_MABNI|HARF,Hypothesis,registry-exact-hypothesis:exact:02_mabniyat/relative_pronoun,Hypothesis,harf_vs_mawsool
