sura,verse,word_no,word,truth_root,category,v2_top1_wazn,v2_top1_root,v2_top1_conf,v2_top3_roots,top1_ok,top3_ok
2,271,9,الْفُقَرَاءَ,فقر,sound,فُعَلَاء,فقر,0.973,فقر | فقر | فقر,yes,yes
2,271,10,فَهُوَ,هو,other,فَعَلَ,فهو,1.000,فهو | فهو | فهو,no,no
2,271,11,خَيْرٌ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,271,12,لَكُمْ,,no_truth,فَعُل,لكم,1.000,لكم | لكم | لكم,,
2,271,13,وَيُكَفِّرُ,,no_truth,يُفَعِّل,كفر,0.862,كفر | كفر | كفر,,
2,271,14,عَنْكُمْ,,no_truth,فَعْلَل,عنكم,0.765,عنكم | عنكم | عنكم,,
2,271,15,مِنْ,,no_truth,,,0.000,,,
2,271,16,سَيِّئَاتِكُمْ,,no_truth,فَيْعَال,سءت,0.820,سءت | سءت | سيءت,,
2,271,17,وَاللَّهُ,ءله,hamza_sound,وَاللَّهُ,ءله,1.000,ءله,yes,yes
2,271,18,بِمَا,ما,other,فِعَل,بما,1.000,بما | بما | بما,no,no
2,271,19,تَعْمَلُونَ,عمل,sound,تَفْعَل,عمل,0.957,عمل | عمل | عمل,yes,yes
2,271,20,خَبِيرٌ,خبر,sound,فَعِيل,خبر,1.000,خبر | خبر | خبر,yes,yes
2,272,1,لَيْسَ,ليس,weak,فَعَلَ,ليس,1.000,ليس | لوس | ليس,yes,yes
2,272,2,عَلَيْكَ,علي,weak,فَعَل,علو,0.956,علو | علو | علو,no,no
2,272,3,هُدَاهُمْ,,no_truth,فُعَل,هدي,1.000,هدي | هدي | هدي,,
2,272,4,وَلَكِنَّ,لكن,sound,فَعِلَ,لكن,1.000,لكن | لكن | لكن,yes,yes
2,272,5,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,272,6,يَهْدِي,هدي,weak,يَفْعِل,هدي,1.000,هدي | هدي | هدي,yes,yes
2,272,7,مَنْ,,no_truth,,,0.000,,,
2,272,8,يَشَاءُ,شيء,weak,فَعَال,شيء,1.000,شيء | شيء | شيء,yes,yes
2,272,9,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
2,272,10,تُنْفِقُوا,,no_truth,تُفْعِلُو,نفق,0.724,نفق | نفقا | نفق,,
2,272,11,مِنْ,,no_truth,,,0.000,,,
2,272,12,خَيْرٍ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,272,13,فَلِأَنْفُسِكُمْ,,no_truth,,,0.000,,,
2,272,14,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
2,272,15,تُنْفِقُونَ,,no_truth,تُفْعِلُ,نفق,1.000,نفق | نفق | نفق,,
2,272,16,إِلَّا,,no_truth,فَعَل,ءلو,1.000,ءلو | ءلي | ءلو,,
2,272,17,ابْتِغَاءَ,بغي,weak,افتِعَال,بغء,0.900,بغء | بغء | بغء,no,no
2,272,18,وَجْهِ,وجه,weak,فَعْل,وجه,1.000,وجه | وجه | وجه,yes,yes
2,272,19,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,272,20,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
2,272,21,تُنْفِقُوا,,no_truth,تُفْعِلُو,نفق,0.724,نفق | نفقا | نفق,,
2,272,22,مِنْ,,no_truth,,,0.000,,,
2,272,23,خَيْرٍ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,272,24,يُوَفَّ,وفي,weak,فَعَلَ,يوف,0.900,يوف | يوف | يوف,no,no
2,272,25,إِلَيْكُمْ,,no_truth,فِعَل,ءلو,0.956,ءلو | ءلي | وءل,,
2,272,26,وَأَنْتُمْ,,no_truth,فَعْلَل,ءنتم,0.895,ءنتم | ءنتم | ءنتم,,
2,272,27,لَا,,no_truth,,,0.000,,,
2,272,28,تُظْلَمُونَ,ظلم,sound,تُفْعَل,ظلم,0.957,ظلم | ظلم | ظلم,yes,yes
2,273,1,لِلْفُقَرَاءِ,فقر,sound,فُعَلَاء,فقر,0.951,فقر | فقر | فقر,yes,yes
2,273,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,273,3,أُحْصِرُوا,حصر,sound,أُفْعِلُو,حصر,0.724,حصر | حصرا | حصر,yes,yes
2,273,4,فِي,في,other,,,0.000,,no,no
2,273,5,سَبِيلِ,سبل,sound,فَعِيل,سبل,1.000,سبل | سبل | سبل,yes,yes
2,273,6,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,273,7,لَا,,no_truth,,,0.000,,,
2,273,8,يَسْتَطِيعُونَ,طوع,weak,يَسْتَفِعْل,طوع,0.860,طوع | طوع | طوع,yes,yes
2,273,9,ضَرْبَاً,,no_truth,فَعَلَ,ضرب,0.931,ضرب | ضرب | ضرب,,
2,273,10,فِي,في,other,,,0.000,,no,no
2,273,11,الْأَرْضِ,,no_truth,فَعْل,ءرض,0.931,ءرض | ءرض | ءرض,,
2,273,12,يَحْسَبُهُمُ,,no_truth,يَفْعَلُ,حسب,0.931,حسب | حسب | حسب,,
2,273,13,الْجَاهِلُ,جهل,sound,فَاعِل,جهل,0.957,جهل | جهل | جهل,yes,yes
2,273,14,أَغْنِيَاءَ,غني,weak,أَفْعِلَاء,غني,0.983,غني | غين | غني,yes,yes
2,273,15,مِنَ,م,other,,,0.000,,no,no
2,273,16,التَّعَفُّفِ,عفف,geminate_sound,تَفَعُّل,عفف,0.957,عفف | عفف | عفف,yes,yes
2,273,17,تَعْرِفُهُمْ,,no_truth,تَفْعِل,عرف,0.957,عرف | عرف | عرف,,
2,273,18,بِسِيمَاهُمْ,,no_truth,فَيْعَل,سمو,0.642,سمو | سيما | سيما,,
2,273,19,لَا,,no_truth,,,0.000,,,
2,273,20,يَسْأَلُونَ,,no_truth,يَفْعَلُ,سءل,0.931,سءل | سءل | سءل,,
2,273,21,النَّاسَ,نوس,weak,فَعل,نوس,0.956,نوس | نوس | نوس,yes,yes
2,273,22,إِلْحَافَاً,,no_truth,إِفْعَال,لحف,0.973,لحف | لحف | لحف,,
2,273,23,وَمَا,ما,other,فَعَل,وما,1.000,وما | وما | وما,no,no
2,273,24,تُنْفِقُوا,,no_truth,تُفْعِلُو,نفق,0.724,نفق | نفقا | نفق,,
2,273,25,مِنْ,,no_truth,,,0.000,,,
2,273,26,خَيْرٍ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,273,27,فَإِنَّ,ءن,other,فَعِلَ,فءن,1.000,فءن | فءن | فءن,no,no
2,273,28,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,273,29,بِهِ,ب,other,,,0.000,,no,no
2,273,30,عَلِيمٌ,علم,sound,فَعِيل,علم,1.000,علم | علم | علم,yes,yes
2,274,1,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,274,2,يُنْفِقُونَ,,no_truth,يُفْعِلُ,نفق,0.931,نفق | نفق | نفق,,
2,274,3,أَمْوَالَهُمْ,,no_truth,أَفْعَال,ميل,0.998,ميل | مول | ميل,,
2,274,4,بِاللَّيْلِ,,no_truth,فَعْل,ليل,0.880,ليل | يلل | ليل,,
2,274,5,وَالنَّهَارِ,نهر,sound,فَعَال,نهر,0.904,نهر | نهر | نهر,yes,yes
2,274,6,سِرَّاً,,no_truth,فِعَل,سرو,1.000,سرو | سري | يسر,,
2,274,7,وَعَلَانِيَةً,,no_truth,فَعَالِيل,علنه,0.729,علنه | علن,,
2,274,8,فَلَهُمْ,,no_truth,فَعُل,لهم,0.931,لهم | لهم | لهم,,
2,274,9,أَجْرُهُمْ,,no_truth,فَعْل,ءجر,0.931,ءجر | ءجر | ءجر,,
2,274,10,عِنْدَ,,no_truth,فِعْل,عند,1.000,عند | عند | عند,,
2,274,11,رَبِّهِمْ,,no_truth,فَعْل,ربب,0.931,ربب | ربب | ربب,,
2,274,12,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,274,13,خَوْفٌ,خوف,weak,فَعْل,خوف,1.000,خوف | خيف | وخف,yes,yes
2,274,14,عَلَيْهِمْ,,no_truth,فَعَل,علو,0.956,علو | علو | علو,,
2,274,15,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,274,16,هُمْ,,no_truth,,,0.000,,,
2,274,17,يَحْزَنُونَ,حزن,sound,يَفْعَلُ,حزن,0.931,حزن | حزن | حزن,yes,yes
2,275,1,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,275,2,يَأْكُلُونَ,,no_truth,يَفْعُلُ,ءكل,0.931,ءكل | ءكل | ءكل,,
2,275,3,الرِّبَا,,no_truth,فِعَل,ربو,1.000,ربو | ورب | روب,,
2,275,4,لَا,,no_truth,,,0.000,,,
2,275,5,يَقُومُونَ,,no_truth,فَعُول,قوم,0.916,قوم | قمي | قمو,,
2,275,6,إِلَّا,,no_truth,فَعَل,ءلو,1.000,ءلو | ءلي | ءلو,,
2,275,7,كَمَا,كما,weak,فَعل,كما,1.000,كما | كمي | كما,yes,yes
2,275,8,يَقُومُ,,no_truth,فَعُول,قوم,1.000,قوم | قمي | قمو,,
2,275,9,الَّذِي,ءلل,geminate_sound,الَّذِي,الذي,1.000,الذي,,
2,275,10,يَتَخَبَّطُهُ,خبط,sound,يَتَفَعَّل,خبط,0.681,خبط | خبطه | خبطه,yes,yes
2,275,11,الشَّيْطَانُ,شطن,sound,الشَّيْطَانُ,N/A,1.000,N/A,,
2,275,12,مِنَ,م,other,,,0.000,,no,no
2,275,13,الْمَسِّ,مسس,geminate_sound,فَعْل,مسس,0.931,مسس | مسس | مسس,yes,yes
2,275,14,ذَلِكَ,ذلك,sound,ذَلِكَ,ذلك,1.000,ذلك,,
2,275,15,بِأَنَّهُمْ,,no_truth,أَفعُل,نهم,0.880,نهم | نهم | نهم,,
2,275,16,قَالُوا,قول,weak,فَاعُول,قلا,1.000,قلا | قلو | قلي,no,no
2,275,17,إِنَّمَا,ءن,other,فَعَل,نمو,1.000,نمو | نمي | نمو,no,no
2,275,18,الْبَيْعُ,بيع,weak,فَعْل,بيع,0.931,بيع | بيع | بيع,yes,yes
2,275,19,مِثْلُ,مثل,sound,فِعْل,مثل,1.000,مثل | مثل | مثل,yes,yes
2,275,20,الرِّبَا,,no_truth,فِعَل,ربو,1.000,ربو | ورب | روب,,
2,275,21,وَأَحَلَّ,حلل,geminate_sound,فَعَل,ءحل,1.000,ءحل | ءحل | ءحل,no,no
2,275,22,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
2,275,23,الْبَيْعَ,بيع,weak,فَعَلَ,بيع,0.931,بيع | بيع | بيع,yes,yes
2,275,24,وَحَرَّمَ,حرم,sound,فَعَلَ,حرم,1.000,حرم | حرم | حرم,yes,yes
2,275,25,الرِّبَا,,no_truth,فِعَل,ربو,1.000,ربو | ورب | روب,,
2,275,26,فَمَنْ,,no_truth,فَعَل,فمن,0.900,فمن | فمن | فمن,,
2,275,27,جَاءَهُ,جيء,weak,فَعَلَة,جيء,1.000,جيء | جيء | جيء,yes,yes
2,275,28,مَوْعِظَةٌ,وعظ,weak,مَفْعَلَة,وعظ,1.000,وعظ | وعظ | وعظ,yes,yes
2,275,29,مِنْ,,no_truth,,,0.000,,,
2,275,30,رَبِّهِ,ربب,geminate_sound,فَعْل,ربب,0.931,ربب | ربب | ربه,yes,yes
2,275,31,فَانْتَهَى,,no_truth,افْتَعَل,نهي,0.743,نهي | نهو | نهي,,
2,275,32,فَلَهُ,له,other,فَعَل,فله,0.900,فله | فله | فله,no,no
2,275,33,مَا,ما,other,,,0.000,,no,no
2,275,34,سَلَفَ,سلف,sound,فَعَل,سلف,1.000,سلف | سلف | سلف,yes,yes
2,275,35,وَأَمْرُهُ,ءمر,hamza_sound,فَعَلَة,ءمر,1.000,ءمر | ءمر | ءمر,yes,yes
2,275,36,إِلَى,ءلي,weak,فَعَل,ءلى,1.000,ءلى | ءلي | ءلو,yes,yes
2,275,37,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,275,38,وَمَنْ,,no_truth,فَعَل,مون,0.990,مون | مين | منو,,
2,275,39,عَادَ,عود,weak,عَادَ,N/A,1.000,N/A,,
2,275,40,فَأُولَئِكَ,ءلي,weak,فُعلُل,ءولء,0.796,ءولء | لءي | لءي,no,no
2,275,41,أَصْحَابُ,صحب,sound,أَفعَال,صحب,1.000,صحب | صحب | صحب,yes,yes
2,275,42,النَّارِ,نور,weak,فَعل,نور,0.956,نور | نير | نور,yes,yes
2,275,43,هُمْ,,no_truth,,,0.000,,,
2,275,44,فِيهَا,في,other,فِعل,فوه,0.956,فوه | وفه | فهو,no,no
2,275,45,خَالِدُونَ,خلد,sound,فَاعِل,خلد,0.957,خلد | خلد | خلد,yes,yes
2,276,1,يَمْحَقُ,محق,sound,يَفْعَلُ,محق,1.000,محق | محق | محق,yes,yes
2,276,2,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
2,276,3,الرِّبَا,,no_truth,فِعَل,ربو,1.000,ربو | ورب | روب,,
2,276,4,وَيُرْبِي,ربو,weak,يُفْعِل,ربو,0.956,ربو | ورب | ريب,yes,yes
2,276,5,الصَّدَقَاتِ,صدق,sound,فَعَلَ,صدق,0.920,صدق | صدق | صدق,yes,yes
2,276,6,وَاللَّهُ,ءله,hamza_sound,وَاللَّهُ,ءله,1.000,ءله,yes,yes
2,276,7,لَا,,no_truth,,,0.000,,,
2,276,8,يُحِبُّ,حبب,geminate_sound,فُعِل,حوب,0.990,حوب | حوب | حبب,no,yes
2,276,9,كُلَّ,كل,other,فُعْل,كلل,0.973,كلل | كلل | كلل,no,no
2,276,10,كَفَّارٍ,,no_truth,فَعَال,كفر,1.000,كفر | كفر | كفر,,
2,276,11,أَثِيمٍ,ءثم,hamza_sound,فَعِيل,ءثم,1.000,ءثم | وثم | ءثم,yes,yes
2,277,1,إِنَّ,ءن,other,فِعْل,ءنن,0.846,ءنن | ءنن | ءنن,no,no
2,277,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,277,3,آمَنُوا,,no_truth,فَاعَلُو,ءمن,0.724,ءمن | مون | مين,,
2,277,4,وَعَمِلُوا,عمل,sound,فُعْلُول,عملا,0.713,عملا | علو | وعل,no,no
2,277,5,الصَّالِحَاتِ,صلح,sound,فَاعِل,صلح,0.851,صلح | صلح | صلح,yes,yes
2,277,6,وَأَقَامُوا,,no_truth,فَعَالِل,ءقمو,0.880,ءقمو | ءقمو | قمي,,
2,277,7,الصَّلَاةَ,,no_truth,فَعَلَة,صلو,0.903,صلو | صلي | صلو,,
2,277,8,وَآتَوُا,,no_truth,فَاعُول,ءتا,1.000,ءتا | ءتي | ءتي,,
2,277,9,الزَّكَاةَ,زكو,weak,فَعَلَة,زكو,0.903,زكو | زكو | زكو,yes,yes
2,277,10,لَهُمْ,,no_truth,فَعُل,لهم,1.000,لهم | لهم | لهم,,
2,277,11,أَجْرُهُمْ,,no_truth,فَعْل,ءجر,0.931,ءجر | ءجر | ءجر,,
2,277,12,عِنْدَ,,no_truth,فِعْل,عند,1.000,عند | عند | عند,,
2,277,13,رَبِّهِمْ,,no_truth,فَعْل,ربب,0.931,ربب | ربب | ربب,,
2,277,14,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,277,15,خَوْفٌ,خوف,weak,فَعْل,خوف,1.000,خوف | خيف | وخف,yes,yes
2,277,16,عَلَيْهِمْ,,no_truth,فَعَل,علو,0.956,علو | علو | علو,,
2,277,17,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,277,18,هُمْ,,no_truth,,,0.000,,,
2,277,19,يَحْزَنُونَ,حزن,sound,يَفْعَلُ,حزن,0.931,حزن | حزن | حزن,yes,yes
2,278,1,يَاأَيُّهَا,ءيي,weak,فَاعَل,يءي,0.832,يءي | يءي | يءي,no,no
2,278,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,278,3,آمَنُوا,,no_truth,فَاعَلُو,ءمن,0.724,ءمن | مون | مين,,
2,278,4,اتَّقُوا,وقي,weak,افعُل,تقو,0.832,تقو | تقو | تقو,no,no
2,278,5,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,278,6,وَذَرُوا,وذر,weak,فَعُول,ذرو,1.000,ذرو | ذري | ذرو,no,no
2,278,7,مَا,ما,other,,,0.000,,no,no
2,278,8,بَقِيَ,بقي,weak,فَعَلَ,بقي,1.000,بقي | بقي | بقي,yes,yes
2,278,9,مِنَ,م,other,,,0.000,,no,no
2,278,10,الرِّبَا,,no_truth,فِعَل,ربو,1.000,ربو | ورب | روب,,
2,278,11,إِنْ,,no_truth,,,0.000,,,
2,278,12,كُنْتُمْ,,no_truth,فُعْلُل,كنتم,0.832,كنتم | كنتم | كنتم,,
2,278,13,مُؤْمِنِينَ,,no_truth,مُفْعِل,ءمن,0.957,ءمن | ءمن | ءمن,,
2,279,1,فَإِنْ,,no_truth,فَعِل,فءن,0.900,فءن | فءن | فءن,,
2,279,2,لَمْ,,no_truth,,,0.000,,,
2,279,3,تَفْعَلُوا,فعل,sound,تَفْعَلِل,فعلو,0.761,فعلو | فعل | فعلا,no,yes
2,279,4,فَأْذَنُوا,ءذن,hamza_sound,فُعْلُول,ءذنا,0.927,ءذنا | ءذنو | ءذنو,no,no
2,279,5,بِحَرْبٍ,حرب,sound,فَعْل,حرب,0.931,حرب | حرب | حرب,yes,yes
2,279,6,مِنَ,م,other,,,0.000,,no,no
2,279,7,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,279,8,وَرَسُولِهِ,,no_truth,فَعُولَة,رسل,0.911,رسل | رسل | رسل,,
2,279,9,وَإِنْ,,no_truth,فَعِل,ءين,0.990,ءين | ءني | ءين,,
2,279,10,تُبْتُمْ,,no_truth,تَفْعُل,بتم,0.850,بتم | بتم | بتم,,
2,279,11,فَلَكُمْ,,no_truth,فَعُل,لكم,0.931,لكم | لكم | لكم,,
2,279,12,رُءُوسُ,رءس,hamza_sound,فُعُول,رءس,1.000,رءس | رءس | رءس,yes,yes
2,279,13,أَمْوَالِكُمْ,,no_truth,أَفْعَال,ميل,0.998,ميل | مول | ميل,,
2,279,14,لَا,,no_truth,,,0.000,,,
2,279,15,تَظْلِمُونَ,ظلم,sound,تَفْعِل,ظلم,0.957,ظلم | ظلم | ظلم,yes,yes
2,279,16,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,279,17,تُظْلَمُونَ,ظلم,sound,تُفْعَل,ظلم,0.957,ظلم | ظلم | ظلم,yes,yes
2,280,1,وَإِنْ,,no_truth,فَعِل,ءين,0.990,ءين | ءني | ءين,,
2,280,2,كَانَ,كون,weak,فَعل,كون,1.000,كون | كين | كون,yes,yes
2,280,3,ذُو,ذو,other,,,0.000,,no,no
2,280,4,عُسْرَةٍ,عسر,sound,فُعْلَة,عسر,1.000,عسر | عسر | عسر,yes,yes
2,280,5,فَنَظِرَةٌ,نظر,sound,فَعِلَة,نظر,0.957,نظر | نظر | نظر,yes,yes
2,280,6,إِلَى,ءلي,weak,فَعَل,ءلى,1.000,ءلى | ءلي | ءلو,yes,yes
2,280,7,مَيْسَرَةٍ,يسر,weak,مَفْعَلَة,يسر,1.000,يسر | يسر | يسر,yes,yes
2,280,8,وَأَنْ,,no_truth,فَعَل,ءين,0.990,ءين | ءني | ءين,,
2,280,9,تَصَدَّقُوا,صدق,sound,تَفَعَّلُو,صدق,0.724,صدق | صدقو | صدقو,yes,yes
2,280,10,خَيْرٌ,خير,weak,فَعْل,خير,1.000,خير | خور | خور,yes,yes
2,280,11,لَكُمْ,,no_truth,فَعُل,لكم,1.000,لكم | لكم | لكم,,
2,280,12,إِنْ,,no_truth,,,0.000,,,
2,280,13,كُنْتُمْ,,no_truth,فُعْلُل,كنتم,0.832,كنتم | كنتم | كنتم,,
2,280,14,تَعْلَمُونَ,علم,sound,تَفْعَل,علم,0.957,علم | علم | علم,yes,yes
2,281,1,وَاتَّقُوا,وقي,weak,افعُل,تقو,0.740,تقو | تقو | تقو,no,no
2,281,2,يَوْمَاً,,no_truth,فَعَلَ,يوم,0.931,يوم | يوم | يوم,,
2,281,3,تُرْجَعُونَ,رجع,sound,تُفْعَل,رجع,0.957,رجع | رجع | رجع,yes,yes
2,281,4,فِيهِ,في,other,فِعل,فوه,1.000,فوه | وفه | فهو,no,no
2,281,5,إِلَى,ءلي,weak,فَعَل,ءلى,1.000,ءلى | ءلي | ءلو,yes,yes
2,281,6,اللَّهِ,ءله,hamza_sound,اللَّهِ,ءله,1.000,ءله,yes,yes
2,281,7,ثُمَّ,ثم,other,فُعْل,ثمم,0.846,ثمم | ثمم | ثمم,no,no
2,281,8,تُوَفَّى,وفي,weak,فَعَل,وفي,1.000,وفي | وفي | وفي,yes,yes
2,281,9,كُلُّ,كل,other,فُعْل,كلل,0.973,كلل | كلل | كلل,no,no
2,281,10,نَفْسٍ,نفس,sound,فَعْل,نفس,1.000,نفس | نفس | نفس,yes,yes
2,281,11,مَا,ما,other,,,0.000,,no,no
2,281,12,كَسَبَتْ,,no_truth,فَعَل,سبت,0.931,سبت | سبت | سبت,,
2,281,13,وَهُمْ,,no_truth,فَعُل,وهم,1.000,وهم | وهم | هيم,,
2,281,14,لَا,,no_truth,,,0.000,,,
2,281,15,يُظْلَمُونَ,,no_truth,يَفْعَلُ,ظلم,0.862,ظلم | ظلم | ظلم,,
2,282,1,يَاأَيُّهَا,ءيي,weak,فَاعَل,يءي,0.832,يءي | يءي | يءي,no,no
2,282,2,الَّذِينَ,ءلل,geminate_sound,الَّذِينَ,الذين,1.000,الذين,,
2,282,3,آمَنُوا,,no_truth,فَاعَلُو,ءمن,0.724,ءمن | مون | مين,,
2,282,4,إِذَا,ءذ,other,فَعَل,ءذي,1.000,ءذي | ءذي | ءذي,no,no
2,282,5,تَدَايَنْتُمْ,,no_truth,تَفَاعَلْتُم,دون,0.791,دون | دين | ودن,,
2,282,6,بِدَيْنٍ,دين,weak,فُعَيْل,بدن,0.977,بدن | دون | دين,no,yes
2,282,7,إِلَى,ءلي,weak,فَعَل,ءلى,1.000,ءلى | ءلي | ءلو,yes,yes
2,282,8,أَجَلٍ,ءجل,hamza_sound,فَعَل,ءجل,1.000,ءجل | ءجل | ءجل,yes,yes
2,282,9,مُسَمَّىً,,no_truth,مُفعَل,سمو,1.000,سمو | سمى | سمو,,
2,282,10,فَاكْتُبُوهُ,كتب,sound,افْعُلُو,كتب,0.644,كتب | كتب | كتب,yes,yes
2,282,11,وَلْيَكْتُبْ,,no_truth,,,0.000,,,
2,282,12,بَيْنَكُمْ,,no_truth,فَعَلَ,بين,0.931,بين | بين | بين,,
2,282,13,كَاتِبٌ,كتب,sound,فَاعِل,كتب,1.000,كتب | كتب | كتب,yes,yes
2,282,14,بِالْعَدْلِ,عدل,sound,فَعْل,عدل,0.880,عدل | عدل | عدل,yes,yes
2,282,15,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,282,16,يَأْبَ,ءبي,weak,فَعَلَ,ءوب,0.990,ءوب | ءبي | ءبو,no,yes
2,282,17,كَاتِبٌ,كتب,sound,فَاعِل,كتب,1.000,كتب | كتب | كتب,yes,yes
2,282,18,أَنْ,,no_truth,,,0.000,,,
2,282,19,يَكْتُبَ,كتب,sound,يَفْعُل,كتب,0.957,كتب | كتب | كتب,yes,yes
2,282,20,كَمَا,كما,weak,فَعل,كما,1.000,كما | كمي | كما,yes,yes
2,282,21,عَلَّمَهُ,علم,sound,فَعَلَة,علم,1.000,علم | علم | علم,yes,yes
2,282,22,اللَّهُ,ءله,hamza_sound,اللَّهُ,ءله,1.000,ءله,yes,yes
2,282,23,فَلْيَكْتُبْ,,no_truth,,,0.000,,,
2,282,24,وَلْيُمْلِلِ,ملل,geminate_sound,,,0.000,,no,no
2,282,25,الَّذِي,ءلل,geminate_sound,الَّذِي,الذي,1.000,الذي,,
2,282,26,عَلَيْهِ,علي,weak,فَعَلَة,علو,1.000,علو | علو | علو,no,no
2,282,27,الْحَقُّ,حقق,geminate_sound,فَعْل,حقق,0.931,حقق | حقق | حقق,yes,yes
2,282,28,وَلْيَتَّقِ,وقي,weak,فَعْلَل,ليتق,0.628,ليتق | لتق | لتق,no,no
2,282,29,اللَّهَ,ءله,hamza_sound,اللَّهَ,ءله,1.000,ءله,yes,yes
2,282,30,رَبَّهُ,ربب,geminate_sound,فَعْلَة,ربب,1.000,ربب | ربب | ربب,yes,yes
2,282,31,وَلَا,,no_truth,فَعل,ولي,1.000,ولي | ولا | ولي,,
2,282,32,يَبْخَسْ,,no_truth,يَفْعَل,بخس,0.957,بخس | بخس | بخس,,
2,282,33,مِنْهُ,م,other,فِعْل,منه,0.900,منه | منه | منه,no,no
2,282,34,شَيْئَاً,,no_truth,فَعَلَ,شيء,0.931,شيء | شيء | شيء,,
2,282,35,فَإِنْ,,no_truth,فَعِل,فءن,0.900,فءن | فءن | فءن,,
2,282,36,كَانَ,كون,weak,فَعل,كون,1.000,كون | كين | كون,yes,yes
2,282,37,الَّذِي,ءلل,geminate_sound,الَّذِي,الذي,1.000,الذي,,
2,282,38,عَلَيْهِ,علي,weak,فَعَلَة,علو,1.000,علو | علو | علو,no,no
2,282,39,الْحَقُّ,حقق,geminate_sound,فَعْل,حقق,0.931,حقق | حقق | حقق,yes,yes
2,282,40,سَفِيهَاً,,no_truth,فَعِل,سفي,1.000,سفي | سفو | سفي,,
2,282,41,أَوْ,,no_truth,,,0.000,,,
2,282,42,ضَعِيفَاً,,no_truth,فَعِيل,ضعف,0.957,ضعف | ضعف | ضعف,,
2,282,43,أَوْ,,no_truth,,,0.000,,,
2,282,44,لَا,,no_truth,,,0.000,,,
2,282,45,يَسْتَطِيعُ,طوع,weak,يَسْتَفِعْل,طوع,0.956,طوع | طوع | طوع,yes,yes
2,282,46,أَنْ,,no_truth,,,0.000,,,
2,282,47,يُمِلَّ,ملل,geminate_sound,فَعِلَ,ميل,0.990,ميل | مول | ملي,no,no
2,282,48,هُوَ,هو,other,,,0.000,,no,no
2,282,49,فَلْيُمْلِلْ,,no_truth,,,0.000,,,
2,282,50,وَلِيُّهُ,ولي,weak,فَعِيل,وله,0.977,وله | ولي | لوه,no,yes
2,282,51,بِالْعَدْلِ,عدل,sound,فَعْل,عدل,0.880,عدل | عدل | عدل,yes,yes
2,282,52,وَاسْتَشْهِدُوا,,no_truth,اسْتَفْعِلُو,شهد,0.644,شهد | شهد | شهد,,
2,282,53,شَهِيدَيْنِ,شهد,sound,فَعِيل,شهد,0.957,شهد | شهد | شهد,yes,yes
2,282,54,مِنْ,,no_truth,,,0.000,,,
2,282,55,رِجَالِكُمْ,,no_truth,فِعَال,رجل,0.957,رجل | رجل | رجل,,
2,282,56,فَإِنْ,,no_truth,فَعِل,فءن,0.900,فءن | فءن | فءن,,
2,282,57,لَمْ,,no_truth,,,0.000,,,
2,282,58,يَكُونَا,كون,weak,فَعُول,كين,0.916,كين | كون | كني,no,yes
2,282,59,رَجُلَيْنِ,رجل,sound,فَعُلَ,رجل,1.000,رجل | رجل | رجل,yes,yes
2,282,60,فَرَجُلٌ,رجل,sound,فَعُل,رجل,0.931,رجل | رجل | رجل,yes,yes
2,282,61,وَامْرَأَتَانِ,مرء,hamza_sound,,,0.000,,no,no
