sura,verse,word_no,word,pred,truth,truth_raw,truth_tags,n_pred,n_truth,category
15,85,12,فَاصْفَحِ,ف | اصفح,ف | ا | صفح,ف | ا | صفح,CONJ | CV_PREF | CV,2,3,too_few_segments
15,87,5,الْمَثَانِي,ال | مثا | ني,ال | مثاني,ال | مثاني,DET | NOUN_ABSTRACT,3,2,too_many_segments
15,88,2,تَمُدَّنَّ,ت | مدن,ت | مد | ن,ت | مد | ن,IMPERF_PREF | IV | EMPHATIC_NUN,2,3,too_few_segments
15,88,3,عَيْنَيْكَ,عي | ني | ك,عين | ي | ك,عين | ي | ك,NOUN_CONCRETE | NSUFF_MASC_DU_ACC | POSS_PRON_2MS,3,3,wrong_content
15,89,2,إِنِّي,أن | ني,أن | ي,إن | ي,ANNUL_PART | POSS_PRON,2,2,wrong_content
15,89,5,الْمُبِينُ,ال | مب | ين,ال | مبين,ال | مبين | (null),DET | NOUN_ACTIVE_PART | CASE_DEF_NOM,3,2,too_many_segments
15,91,4,عِضِينَ,عضين,عض | ين,عض | ين,NOUN_CONCRETE | NSUFF_MASC_PL_ACC,1,2,too_few_segments
15,92,1,فَوَرَبِّكَ,ف | ورب | ك,ف | و | رب | ك,ف | و | رب | ك,CONJ | OTHER | NOUN_CONCRETE | POSS_PRON,3,4,too_few_segments
15,92,2,لَنَسْأَلَنَّهُمْ,لنسألن | هم,ل | ن | سأل | ن | هم,ل | ن | سأل | ن | هم,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,2,5,too_few_segments
15,99,5,الْيَقِينُ,ال | يق | ين,ال | يقين,ال | يقين | (null),DET | GERUND | CASE_DEF_GEN,3,2,too_many_segments
16,1,5,تَسْتَعْجِلُوهُ,ت | ستعجلوه,ت | ستعجل | و | ه,ت | ستعجل | و | ه,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,2,4,too_few_segments
16,2,12,أَنْذِرُوا,أنذر | وا,أ | نذر | وا,أ | نذر | وا,CV_PREF | CV | SUBJ_PRON,2,3,too_few_segments
16,7,7,بَالِغِيهِ,ب | ال | غيه,بالغ | ي | ه,بالغ | ي | ه,NOUN_ACTIVE_PART | NSUFF_MASC_PL_ACC | POSS_PRON,3,3,wrong_content
16,7,9,بِشِقِّ,بشق,ب | شق,ب | شق,PART | GERUND,1,2,too_few_segments
16,8,4,لِتَرْكَبُوهَا,ل | ت | ركبو | ها,ل | ت | ركب | و | ها,ل | ت | ركب | و | ها,PREP | IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,4,5,too_few_segments
16,9,9,لَهَدَاكُمْ,لهدا | كم,ل | هدا | كم,ل | هدا | كم,OTHER | PV | OBJ_PRON,2,3,too_few_segments
16,11,5,وَالزَّيْتُونَ,و | ال | زيت | ون,و | ال | زيتون,و | ال | زيتون,CONJ | DET | NOUN_CONCRETE,4,3,too_many_segments
16,13,13,يَذَّكَّرُونَ,ي | ذكر | ون,ي | ذكر | و | ن,ي | ذكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,14,7,لَحْمَاً,ل | حم | ا,لحم | ا,لحم | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
16,14,12,تَلْبَسُونَهَا,ت | لبسون | ها,ت | لبس | ون | ها,ت | لبس | ون | ها | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
16,14,13,وَتَرَى,و | ترى,W | ت | رى,W | ت | رى,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
16,14,21,تَشْكُرُونَ,ت | شكر | ون,ت | شكر | و | ن,ت | شكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,15,4,رَوَاسِيَ,رواس | ي,رواسي,رواسي,NOUN_CONCRETE,2,1,too_many_segments
16,15,6,تَمِيدَ,تميد,ت | ميد,ت | ميد,IMPERF_PREF | IV,1,2,too_few_segments
16,15,11,تَهْتَدُونَ,ت | هتد | ون,ت | هتد | و | ن,ت | هتد | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,18,2,تَعُدُّوا,تعد | وا,ت | عد | وا,ت | عد | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
16,18,3,نِعْمَةَ,ن | عم | ة,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,3,2,too_many_segments
16,18,6,تُحْصُوهَا,ت | حصو | ها,ت | حص | و | ها,ت | حص | و | ها,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
16,21,1,أَمْوَاتٌ,أمو | ات,أموات,أموات,ADJ_QUALIT,2,1,too_many_segments
16,25,9,يُضِلُّونَهُمْ,ي | ضلون | هم,ي | ضل | ون | هم,ي | ضل | ون | هم | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
16,28,2,تَتَوَفَّاهُمُ,تتوفا | هم,ت | توفا | هم,ت | توفا | هم | None,IMPERF_PREF | IV | OBJ_PRON | None,2,3,too_few_segments
16,29,6,فَلَبِئْسَ,ف | لبئس,ف | ل | بئس,ف | ل | بئس,CONJ | OTHER | UNINFLECTED_VERB,2,3,too_few_segments
16,30,15,وَلَدَارُ,و | لدار,و | ل | دار,و | ل | دار,CONJ | OTHER | NOUN_CONCRETE,2,3,too_few_segments
16,31,3,يَدْخُلُونَهَا,ي | دخلون | ها,ي | دخل | ون | ها,ي | دخل | ون | ها | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
16,32,2,تَتَوَفَّاهُمُ,تتوفا | هم,ت | توفا | هم,ت | توفا | هم | None,IMPERF_PREF | IV | OBJ_PRON | None,2,3,too_few_segments
16,33,12,فَعَلَ,ف | عل,فعل,فعل,PV,2,1,too_many_segments
16,34,2,سَيِّئَاتُ,س | يئ | ات,سيئ | ات,سيئ | ات,NOUN_ABSTRACT | NSUFF_FEM_PL,3,2,too_many_segments
16,35,23,فَعَلَ,ف | عل,فعل,فعل,PV,2,1,too_many_segments
16,35,32,الْمُبِينُ,ال | مب | ين,ال | مبين,ال | مبين | (null),DET | NOUN_ACTIVE_PART | CASE_DEF_NOM,3,2,too_many_segments
16,36,18,حَقَّتْ,حقت,حق | ت,حق | ت,PV | SUFF_FEM_TA,1,2,too_few_segments
16,36,21,فَسِيرُوا,ف | س | ير | وا,ف | سير | وا,ف | سير | وا,CONJ | CV | SUBJ_PRON,4,3,too_many_segments
16,36,24,فَانْظُرُوا,ف | ا | ن | ظر | وا,ف | انظر | وا,ف | انظر | وا,CONJ | CV | SUBJ_PRON,5,3,too_many_segments
16,37,14,نَاصِرِينَ,ن | اصر | ين,ناصر | ين,ناصر | ين,NOUN_ACTIVE_PART | NSUFF_MASC_PL_GEN,3,2,too_many_segments
16,40,7,نَقُولَ,نقول,ن | قول,ن | قول,IMPERF_PREF | IV,1,2,too_few_segments
16,41,9,لَنُبَوِّئَنَّهُمْ,لنبوئن | هم,ل | ن | بوئ | ن | هم,ل | ن | بوئ | ن | هم,OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,2,5,too_few_segments
16,41,13,وَلَأَجْرُ,و | لأجر,و | ل | أجر,و | ل | أجر,CONJ | OTHER | GERUND,2,3,too_few_segments
16,43,7,نُوحِي,نوح | ي,ن | وحي,ن | وحي,IMPERF_PREF | IV,2,2,wrong_content
16,45,1,أَفَأَمِنَ,أفأمن,أ | ف | أمن,أ | ف | أمن,INTERROG | OTHER | PV,1,3,too_few_segments
16,46,4,تَقَلُّبِهِمْ,ت | قلب | هم,تقلب | هم,تقلب | هم,GERUND | POSS_PRON,3,2,too_many_segments
16,48,2,يَرَوْا,ي | روا,ي | ر | وا,ي | ر | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
16,48,9,يَتَفَيَّأُ,يتفيأ,ي | تفيأ,ي | تفيأ,IMPERF_PREF | IV,1,2,too_few_segments
16,48,12,الْيَمِينِ,ال | يم | ين,ال | يمين,ال | يمين,DET | NOUN_ABSTRACT,3,2,too_many_segments
16,51,6,اثْنَيْنِ,ا | ثن | ين,اثن | ين,اثن | ين,NOUN_NUM | NSUFF_MASC_DU_GEN,3,2,too_many_segments
16,54,7,فَرِيقٌ,ف | ريق,فريق,فريق | (null),NOUN_CONCRETE | CASE_DEF_GEN,2,1,too_many_segments
16,56,8,تَاللَّهِ,تالل | ه,ت | ال | له,ت | ال | له,OTHER | DET | NOUN_PROP,2,3,too_few_segments
16,56,9,لَتُسْأَلُنَّ,لتسألن,ل | ت | سأل | ن,ل | ت | سأل | ن | None | None,OTHER | IMPERF_PREF | IV_PASS | EMPHATIC_NUN | None | None,1,4,too_few_segments
16,59,1,يَتَوَارَى,يتوارى,ي | توارى,ي | توارى,IMPERF_PREF | IV,1,2,too_few_segments
16,61,2,يُؤَاخِذُ,يؤاخذ,ي | ؤاخذ,ي | ؤاخذ,IMPERF_PREF | IV,1,2,too_few_segments
16,62,5,وَتَصِفُ,و | تصف,و | ت | صف,و | ت | صف,PREP | IMPERF_PREF | IV,2,3,too_few_segments
16,62,6,أَلْسِنَتُهُمُ,ألسن | ة | هم,ألسن | ت | هم,ألسن | ت | هم,NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
16,63,1,تَاللَّهِ,تالل | ه,ت | ال | له,ت | ال | له,OTHER | DET | NOUN_PROP,2,3,too_few_segments
16,63,13,وَلِيُّهُمُ,و | ل | ي | هم,ولي | هم,ولي | هم,NOUN_CONCRETE | POSS_PRON,4,2,too_many_segments
16,65,10,مَوْتِهَا,مو | ت | ها,موت | ها,موت | ها,GERUND | POSS_PRON,3,2,too_many_segments
16,66,13,وَدَمٍ,ودم,و | دم,و | دم,CONJ | NOUN_CONCRETE,1,2,too_few_segments
16,66,14,لَبَنَاً,ل | ب | نا,لبن | ا,لبن | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
16,69,2,كُلِي,كلي,كل | ي,كل | ي,CV | SUBJ_PRON,1,2,too_few_segments
16,69,6,فَاسْلُكِي,ف | اسلك | ي,ف | ا | سلك | ي,ف | ا | سلك | ي,CONJ | CV_PREF | CV | SUBJ_PRON,3,4,too_few_segments
16,70,4,يَتَوَفَّاكُمْ,يتوفا | كم,ي | توفا | كم,ي | توفا | كم | None,IMPERF_PREF | IV | OBJ_PRON | None,2,3,too_few_segments
16,71,2,فَضَّلَ,ف | ضل,فضل,فضل,PV,2,1,too_many_segments
16,71,10,فُضِّلُوا,ف | ضل | وا,فضل | وا,فضل | وا,PV | PVSUFF_SUBJ:3MP,3,2,too_many_segments
16,71,20,أَفَبِنِعْمَةِ,أفبنعم | ة,أ | ف | ب | نعم | ة,أ | ف | ب | نعم | ة,INTERROG | CONJ | PREP | NOUN_ABSTRACT | NSUFF_FEM_SG,2,5,too_few_segments
16,72,16,أَفَبِالْبَاطِلِ,أفبالباطل,أ | ف | ب | ال | باطل,أ | ف | ب | ال | باطل,INTERROG | OTHER | PREP | DET | NOUN_ABSTRACT,1,5,too_few_segments
16,72,18,وَبِنِعْمَتِ,و | ب | ن | عمت,و | ب | نعم | ت,و | ب | نعم | ت,CONJ | PREP | NOUN_ABSTRACT | NSUFF_FEM_SG,4,4,wrong_content
16,76,6,أَبْكَمُ,أب | كم,أبكم,أبكم,ADJ_QUALIT,2,1,too_many_segments
16,76,15,أَيْنَمَا,أينما,أين | ما,أين | ما,REL_ADV | OTHER,1,2,too_few_segments
16,76,18,يَأْتِ,يأ | ت,ي | أت,ي | أت,IMPERF_PREF | IV,2,2,wrong_content
16,77,9,كَلَمْحِ,كلمح,ك | لمح,ك | لمح,PREP | GERUND,1,2,too_few_segments
16,78,15,تَشْكُرُونَ,ت | شكر | ون,ت | شكر | و | ن,ت | شكر | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,79,2,يَرَوْا,ي | روا,ي | ر | وا,ي | ر | وا,IMPERF_PREF | IV | SUBJ_PRON,2,3,too_few_segments
16,80,5,بُيُوتِكُمْ,بيو | ة | كم,بيوت | كم,بيوت | كم,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
16,80,13,تَسْتَخِفُّونَهَا,ت | ستخفونها,ت | ستخف | ون | ها,ت | ستخف | ون | ها | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,2,4,too_few_segments
16,80,17,إِقَامَتِكُمْ,إقام | ة | كم,إقام | ت | كم,إقام | ت | كم,GERUND | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
16,81,15,تَقِيكُمُ,تقي | كم,ت | قي | كم,ت | قي | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
16,81,18,تَقِيكُمْ,تقي | كم,ت | قي | كم,ت | قي | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
16,81,22,نِعْمَتَهُ,ن | عمت | ه,نعم | ت | ه,نعم | ت | ه,NOUN_ABSTRACT | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
16,82,6,الْمُبِينُ,ال | مب | ين,ال | مبين,ال | مبين | (null),DET | NOUN_ACTIVE_PART | CASE_DEF_NOM,3,2,too_many_segments
16,83,2,نِعْمَتَ,ن | عمت,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,2,2,wrong_content
16,83,5,يُنْكِرُونَهَا,ي | نكرون | ها,ي | نكر | ون | ها,ي | نكر | ون | ها | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,3,4,too_few_segments
16,86,19,لَكَاذِبُونَ,لكاذب | ون,ل | كاذب | ون,ل | كاذب | ون,OTHER | NOUN_ACTIVE_PART | NSUFF_MASC_PL_NOM,2,3,too_few_segments
16,90,9,وَيَنْهَى,و | ي | نهى,و | ي | نهي,و | ي | نهي,CONJ | IV3MS | IV,3,3,wrong_content
16,90,14,يَعِظُكُمْ,يعظ | كم,ي | عظ | كم,ي | عظ | كم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
16,91,10,تَوْكِيدِهَا,ت | وكيد | ها,توكيد | ها,توكيد | ها,GERUND | POSS_PRON,3,2,too_many_segments
16,91,20,تَفْعَلُونَ,ت | فعل | ون,ت | فعل | و | ن,ت | فعل | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,92,25,وَلَيُبَيِّنَنَّ,و | ليبينن,و | ل | ي | بين | ن,و | ل | ي | بين | ن,CONJ | PREP | IMPERF_PREF | IV | EMPHATIC_NUN,2,5,too_few_segments
16,92,32,تَخْتَلِفُونَ,ت | ختلف | ون,ت | ختلف | و | ن,ت | ختلف | و | ن,IMPERF_PREF | IV | SUBJ_PRON | NOON_V5,3,4,too_few_segments
16,93,4,لَجَعَلَكُمْ,لجعل | كم,ل | جعل | كم,ل | جعل | كم,OTHER | PV | OBJ_PRON,2,3,too_few_segments
16,93,14,وَلَتُسْأَلُنَّ,و | لتسألن,و | ل | ت | سأل | ن,و | ل | ت | سأل | ن | None | None,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | None | None,2,5,too_few_segments
16,94,9,ثُبُوتِهَا,ثبو | ة | ها,ثبوت | ها,ثبوت | ها,GERUND | POSS_PRON,3,2,too_many_segments
16,94,10,وَتَذُوقُوا,و | ت | ذوق | وا,ف | ت | ذوق | وا,ف | ت | ذوق | وا | None,CONJ | IMPERF_PREF | IV | SUBJ_PRON | None,4,4,wrong_content
16,96,8,وَلَنَجْزِيَنَّ,و | لنجز | ين,و | ل | ن | جزي | ن,و | ل | ن | جزي | ن,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN,3,5,too_few_segments
16,97,10,فَلَنُحْيِيَنَّهُ,ف | لنحيين | ه,ف | ل | ن | حيي | ن | ه,ف | ل | ن | حيي | ن | ه,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
16,97,13,وَلَنَجْزِيَنَّهُمْ,و | لنجزين | هم,و | ل | ن | جزي | ن | هم,و | ل | ن | جزي | ن | هم,CONJ | OTHER | IMPERF_PREF | IV | EMPHATIC_NUN | OBJ_PRON,3,6,too_few_segments
16,100,5,يَتَوَلَّوْنَهُ,يتولون | ه,ي | تول | ون | ه,ي | تول | ون | ه | None | None,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON | None | None,2,4,too_few_segments
16,103,8,لِسَانُ,ل | سان,لسان,لسان | (null),NOUN_CONCRETE | CASE_DEF_NOM,2,1,too_many_segments
16,103,12,أَعْجَمِيٌّ,أعجمي,أعجم | ي,أعجم | ي,NOUN_RELATIVE | RELATIVE_YA,1,2,too_few_segments
16,103,15,عَرَبِيٌّ,عربي,عرب | ي,عرب | ي,NOUN_RELATIVE | RELATIVE_YA,1,2,too_few_segments
16,105,2,يَفْتَرِي,ي | فتر | ي,ي | فتري,ي | فتري,IMPERF_PREF | IV,3,2,too_many_segments
16,105,9,وَأُولَئِكَ,و | أولئك,W | أولئك,W | أولئك,CONJ | REL_PRON,2,2,wrong_content
16,106,9,أُكْرِهَ,أكر | ه,أكره,أكره,PV_PASS,2,1,too_many_segments
16,108,9,وَأُولَئِكَ,و | أولئك,W | أولئك,W | أولئك,CONJ | REL_PRON,2,2,wrong_content
16,109,1,لَا جَرَمَ,لا جرم,لا | جرم,لا | جرم,NEG_PART | NOUN_ABSTRACT,1,2,too_few_segments
16,110,9,فُتِنُوا,ف | ت | نوا,فتن | وا,فتن | وا,PV_PASS | SUBJ_PRON,3,2,too_many_segments
16,111,5,تُجَادِلُ,تجادل,ت | جادل,ت | جادل,IMPERF_PREF | IV,1,2,too_few_segments
16,111,7,نَفْسِهَا,ن | فس | ها,نفس | ها,نفس | ها,NOUN_ABSTRACT | POSS_PRON,3,2,too_many_segments
16,111,8,وَتُوَفَّى,و | توفى,و | ت | وفى,و | ت | وفى,CONJ | IMPERF_PREF | IV_PASS,2,3,too_few_segments
16,112,19,لِبَاسَ,ل | باس,لباس,لباس,NOUN_CONCRETE,2,1,too_many_segments
16,113,5,فَكَذَّبُوهُ,ف | كذبو | ه,ف | كذب | و | ه,ف | كذب | و | ه,CONJ | PV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
16,114,8,نِعْمَتَ,ن | عمت,نعم | ة,نعم | ة,NOUN_ABSTRACT | NSUFF_FEM_SG,2,2,wrong_content
16,116,4,تَصِفُ,تصف,ت | صف,ت | صف,IV3FS | IV,1,2,too_few_segments
16,116,5,أَلْسِنَتُكُمُ,ألسن | ة | كم,ألسن | ت | كم,ألسن | ت | كم,NOUN_CONCRETE | NSUFF_FEM_SG | POSS_PRON,3,3,wrong_content
16,119,9,تَابُوا,ت | اب | وا,تاب | وا,تاب | وا,PV | SUBJ_PRON,3,2,too_many_segments
16,120,9,يَكُ,يك,ي | ك,ي | ك,IMPERF_PREF | IV,1,2,too_few_segments
16,124,10,لَيَحْكُمُ,ليح | كم,ل | ي | حكم,ل | ي | حكم,PREP | IMPERF_PREF | IV,2,3,too_few_segments
16,125,1,ادْعُ,ادع,ا | دع,ا | دع,CV_PREF | CV,1,2,too_few_segments
16,125,9,بِالَّتِي,ب | التي,ب | آلتي,ب | آلتي,PREP | REL_PRON,2,2,wrong_content
16,127,10,تَكُ,تك,ت | ك,ت | ك,IMPERF_PREF | IV,1,2,too_few_segments
17,1,5,لَيْلَاً,ل | يل | ا,ليل | ا,ليل | ا,ADV | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
17,1,15,لِنُرِيَهُ,ل | ن | ريه,ل | ن | ري | ه,ل | ن | ري | ه,OTHER | IMPERF_PREF | IV | OBJ_PRON,3,4,too_few_segments
17,2,8,أَلَّا,أن | لا,أن | Lا,أن | Lا,SUBJUNC_PART | OTHER,2,2,wrong_content
17,2,11,دُونِي,دو | ني,دون | ي,دون | ي,NOUN_ABSTRACT | POSS_PRON,2,2,wrong_content
17,2,12,وَكِيلَاً,و | كيلا,وكيل | ا,وكيل | ا,ADJ_QUALIT | CASE_INDEF_(ACC_GEN),2,2,wrong_content
17,3,1,ذُرِّيَّةَ,ذري | ة,ذر | ي | ة,ذر | ي | ة,GERUND_PROFESSION | RELATIVE_YA | NSUFF_FEM_SG,2,3,too_few_segments
17,4,3,بَنِي,ب | ني,بن | ي,بن | ي,NOUN_CONCRETE | NSUFF_MASC_PL_GEN,2,2,wrong_content
17,4,7,لَتُفْسِدُنَّ,لتفسدن,ل | ت | فسد | ن,ل | ت | فسد | ن | None,PREP | IMPERF_PREF | IV | EMPHATIC_NUN | None,1,4,too_few_segments
17,4,10,مَرَّتَيْنِ,مرت | ين,مر | ت | ين,مر | ت | ين,GERUND_INSTANT | NSUFF_FEM_SG | NSUFF_FEM_DU_ACC,2,3,too_few_segments
17,4,11,وَلَتَعْلُنَّ,و | لتعلن,و | ل | ت | عل | ن,و | ل | ت | عل | ن | None,CONJ | PREP | IMPERF_PREF | IV | EMPHATIC_NUN | None,2,5,too_few_segments
17,4,12,عُلُوَّاً,عل | وا,علو | ا,علو | ا,GERUND | CASE_INDEF_(ACC_GEN),2,2,wrong_content
17,7,6,أَسَأْتُمْ,أ | سأ | تم,أسأ | تم,أسأ | تم,PV | SUBJ_PRON,3,2,too_many_segments
17,7,13,وُجُوهَكُمْ,و | جوه | كم,وجوه | كم,وجوه | كم,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
17,7,17,دَخَلُوهُ,دخلو | ه,دخل | و | ه,دخل | و | ه,PV | SUBJ_PRON | OBJ_PRON,2,3,too_few_segments
17,10,6,أَعْتَدْنَا,أعتد | نا,اعتد | نا,اعتد | نا,PV | SUBJ_PRON,2,2,wrong_content
17,11,1,وَيَدْعُ,و | يدع,و | ي | دع,و | ي | دع,CONJ | IMPERF_PREF | IV,2,3,too_few_segments
17,12,4,آيَتَيْنِ,آيت | ين,آي | ت | ين,آي | ت | ين,NOUN_ABSTRACT | NSUFF_FEM_SG | NSUFF_FEM_DU_ACC,2,3,too_few_segments
17,12,22,فَصَّلْنَاهُ,ف | صل | نا | ه,فصل | نا | ه,فصل | نا | ه,PV | SUBJ_PRON | OBJ_PRON,4,3,too_many_segments
17,13,11,كِتَابَاً,ك | تاب | ا,كتاب | ا,كتاب | ا,NOUN_CONCRETE | CASE_INDEF_(ACC_GEN),3,2,too_many_segments
17,14,2,كِتَابَكَ,ك | تاب | ك,كتاب | ك,كتاب | ك,NOUN_CONCRETE | POSS_PRON,3,2,too_many_segments
17,14,4,بِنَفْسِكَ,ب | ن | فسك,ب | نفس | ك,ب | نفس | ك | None,PREP | NOUN_ABSTRACT | POSS_PRON | None,3,3,wrong_content
17,15,4,يَهْتَدِي,ي | هتد | ي,ي | هتدي,ي | هتدي,IMPERF_PREF | IV,3,2,too_many_segments
17,15,5,لِنَفْسِهِ,ل | ن | فسه,ل | نفس | ه,ل | نفس | (null) | ه,PREP | NOUN_ABSTRACT | CASE_DEF_GEN | POSS_PRON_3MS,3,3,wrong_content
17,15,12,تَزِرُ,تزر,ت | زر,ت | زر,IMPERF_PREF | IV,1,2,too_few_segments
17,16,7,مُتْرَفِيهَا,مترفي | ها,مترف | ي | ها,مترف | ي | ها,NOUN_PASSIVE_PART | NSUFF_MASC_PL_ACC | POSS_PRON,2,3,too_few_segments
17,17,4,الْقُرُونِ,ال | قر | ون,ال | قرون,ال | قرون,DET | NOUN_ABSTRACT,3,2,too_many_segments
17,20,1,كُلَّاً,كلا,كل | ا,كل | ا,NOUN_ABSTRACT | CASE_INDEF_ACC,1,2,too_few_segments
17,21,3,فَضَّلْنَا,ف | ضل | نا,فضل | نا,فضل | نا,PV | SUBJ_PRON,3,2,too_many_segments
17,23,3,أَلَّا,أن | لا,أن | Lا,أن | Lا,SUBJUNC_PART | OTHER,2,2,wrong_content
17,23,10,يَبْلُغَنَّ,ي | بلغن,ي | بلغ | ن,ي | بلغ | ن,IMPERF_PREF | IV | EMPHATIC_NUN,2,3,too_few_segments
17,23,15,كِلَاهُمَا,ك | لا | هما,كلا | هما,كلا | هما,NOUN_ABSTRACT | POSS_PRON,3,2,too_many_segments
17,24,9,ارْحَمْهُمَا,ارحم | هما,ا | رحم | هما,ا | رحم | هما,CV_PREF | CV | SUBJ_PRON,2,3,too_few_segments
17,24,11,رَبَّيَانِي,ربيا | ني,ربي | ا | ن | ي,ربي | ا | ن | ي,PV | SUBJ_PRON | PROTECT_NUN | OBJ_PRON,2,4,too_few_segments
17,25,5,نُفُوسِكُمْ,ن | فوس | كم,نفوس | كم,نفوس | كم,NOUN_ABSTRACT | POSS_PRON,3,2,too_many_segments
17,26,5,وَالْمِسْكِينَ,و | ال | مسك | ين,و | ال | مسكين,و | ال | مسكين,CONJ | DET | ADJ_INTENS,4,3,too_many_segments
17,27,5,الشَّيَاطِينِ,ال | شياط | ين,ال | شياطين,ال | شياطين | (null),DET | NOUN_CONCRETE | CASE_DEF_GEN,3,2,too_many_segments
17,28,2,تُعْرِضَنَّ,ت | عرضن,ت | عرض | ن,ت | عرض | ن,IMPERF_PREF | IV | EMPHATIC_NUN,2,3,too_few_segments
17,28,8,تَرْجُوهَا,ت | رجو | ها,ت | رج | و | ها,ت | رج | و | ها,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
17,29,3,يَدَكَ,يدك,يد | ك,يد | ك,NOUN_CONCRETE | POSS_PRON,1,2,too_few_segments
17,31,8,وَإِيَّاكُمْ,و | إياكم,و | إيا | كم,و | إيا | كم,CONJ | PRON | POSS_PRON,2,3,too_few_segments
17,34,6,بِالَّتِي,ب | التي,ب | آلتي,ب | آلتي,PREP | REL_PRON,2,2,wrong_content
17,35,4,كِلْتُمْ,ك | لتم,كل | تم,كل | تم,PV | SUBJ_PRON,2,2,wrong_content
17,36,2,تَقْفُ,تقف,ت | قف,ت | قف,IMPERF_PREF | IV,1,2,too_few_segments
17,37,2,تَمْشِ,تمش,ت | مش,ت | مش,IMPERF_PREF | IV,1,2,too_few_segments
17,38,4,سَيِّئُهُ,س | يئ | ه,سيئ | ه,سيئ | ه,ADJ_QUALIT | POSS_PRON,3,2,too_many_segments
17,40,1,أَفَأَصْفَاكُمْ,أفأصفا | كم,أ | ف | أصفا | كم,أ | ف | أصفا | كم | None,INTERROG | CONJ | PV | OBJ_PRON | None,2,4,too_few_segments
17,40,3,بِالْبَنِينَ,ب | ال | بن | ين,ب | ال | بنين,ب | ال | بنين,PREP | DET | NOUN_CONCRETE,4,3,too_many_segments
17,40,9,لَتَقُولُونَ,لتقول | ون,ل | ت | قول | ون,ل | ت | قول | ون | None | None,OTHER | IMPERF_PREF | IV | SUBJ_PRON | None | None,2,4,too_few_segments
17,41,8,يَزِيدُهُمْ,يزيد | هم,ي | زيد | هم,ي | زيد | هم,IMPERF_PREF | IV | OBJ_PRON,2,3,too_few_segments
17,42,9,لَابْتَغَوْا,لابتغ | وا,ل | ابتغ | وا,ل | ابتغ | وا,OTHER | PV | SUBJ_PRON,2,3,too_few_segments
17,43,5,عُلُوَّاً,عل | وا,علو | ا,علو | ا,GERUND | CASE_INDEF_(ACC_GEN),2,2,wrong_content
17,44,17,تَسْبِيحَهُمْ,ت | سبيح | هم,تسبيح | هم,تسبيح | هم,GERUND | POSS_PRON,3,2,too_many_segments
17,46,6,يَفْقَهُوهُ,ي | فقهو | ه,ي | فقه | و | ه,ي | فقه | و | ه,IMPERF_PREF | IV | SUBJ_PRON | OBJ_PRON,3,4,too_few_segments
