flag,root,word,word_plain,segment,wazn,confidence,location,alternatives
no_root_found,N/A,إِبْلِيسَ,إبليس,إِبْلِيسَ,ابليس,1.000,15:31:2,
no_root_found,N/A,يَاإِبْلِيسُ,ياإبليس,إِبْلِيسُ,ابليس,1.000,15:32:2,
no_root_found,N/A,صَلْصَالٍ,صلصال,صَلْصَالٍ,صلصال,1.000,15:33:8,
low_confidence,زين,لَأُزَيِّنَنَّ,لأزينن,لَأُزَيِّنَنَّ,افعلن,0.594,15:39:5,وزن/افعلن@0.57 ; زني/افعلن@0.57 ; زين/افعلن@0.55
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,15:39:8,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,15:41:2,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,15:43:2,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,15:51:4,
no_root_found,N/A,لُوطٍ,لوط,لُوطٍ,لوط,1.000,15:59:3,
no_root_found,N/A,لُوطٍ,لوط,لُوطٍ,لوط,1.000,15:61:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,15:66:3,
no_root_found,N/A,الْمَدِينَةِ,المدينة,مَدِينَ,مدين,1.000,15:67:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,15:75:3,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,15:77:3,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,15:85:4,
no_root_found,N/A,جَنَاحَكَ,جناحك,جَنَاحَ,جناح,1.000,15:88:14,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,15:91:1,
low_confidence,سءل,لَنَسْأَلَنَّهُمْ,لنسألنهم,لَنَسْأَلَنَّ,نفعلن,0.681,15:92:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,15:96:1,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,16:3:3,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,16:10:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:11:13,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:12:12,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,16:13:5,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:13:10,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,16:14:2,
no_root_found,N/A,لَحْمَاً,لحما,حْمَ,حم,1.000,16:14:7,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,16:15:3,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,16:20:1,
closed_class_surface,الذين,فَالَّذِينَ,فالذين,الَّذِينَ,closed_class,1.000,16:22:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:25:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:26:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:27:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:27:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:28:1,
no_root_found,N/A,السَّلَمَ,السلم,سَلَمَ,سلم,1.000,16:28:7,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,16:29:3,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:30:2,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:30:9,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,16:30:12,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,16:31:12,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:32:1,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,16:33:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:33:13,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:35:2,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,16:35:22,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:35:24,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,16:36:23,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,16:39:3,
low_confidence,ختلف,يَخْتَلِفُونَ,يختلفون,خْتَلِفُ,فعلل,0.697,16:39:4,خلف/فتعل@0.68 ; ختلف/فعلل@0.63 ; ختلف/فعلل@0.63
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:39:7,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,16:41:1,
low_confidence,بوء,لَنُبَوِّئَنَّهُمْ,لنبوئنهم,لَنُبَوِّئَنَّ,نفعلن,0.551,16:41:9,بيء/نفعلن@0.36
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:42:1,
no_root_found,N/A,نُوحِي,نوحي,نُوحِ,نوح,1.000,16:43:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:45:2,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,16:45:9,
no_root_found,N/A,تَقَلُّبِهِمْ,تقلبهم,قَلُّبِ,قلب,1.000,16:46:4,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,16:49:8,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,16:52:5,
low_confidence,سءلن,لَتُسْأَلُنَّ,لتسألن,لَتُسْأَلُنَّ,تفعلل,0.664,16:56:9,سءل/تفعلن@0.59 ; سءل/تفعلن@0.59 ; سءل/تفعلن@0.59
no_root_found,N/A,التُّرَابِ,التراب,تُرَابِ,تراب,1.000,16:59:15,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:60:1,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,16:64:8,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,16:65:8,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:65:13,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:67:12,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:69:21,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:71:9,
no_root_found,N/A,مَلَكَتْ,ملكت,مَلَكَ,ملك,1.000,16:71:15,
no_root_found,N/A,يَمْلِكُ,يملك,مْلِكُ,ملك,1.000,16:73:7,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,16:73:12,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,16:77:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:79:15,
closed_class_surface,ذلك,كَذَلِكَ,كذلك,ذَلِكَ,closed_class,1.000,16:81:20,
no_root_found,N/A,تُسْلِمُونَ,تسلمون,سْلِمُ,سلم,1.000,16:81:25,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:84:10,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:85:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:86:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:86:10,
no_root_found,N/A,السَّلَمَ,السلم,سَلَمَ,سلم,1.000,16:87:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:88:1,
closed_class_surface,التي,كَالَّتِي,كالتي,الَّتِي,closed_class,1.000,16:92:3,
low_confidence,بين,وَلَيُبَيِّنَنَّ,وليبينن,لَيُبَيِّنَنَّ,يفعلن,0.638,16:92:25,بين/يفعلن@0.64 ; بين/يفعلن@0.64 ; بني/يفعلن@0.61
low_confidence,ختلف,تَخْتَلِفُونَ,تختلفون,خْتَلِفُ,فعلل,0.697,16:92:32,خلف/فتعل@0.68 ; ختلف/فعلل@0.63 ; ختلف/فعلل@0.63
low_confidence,سءلن,وَلَتُسْأَلُنَّ,ولتسألن,لَتُسْأَلُنَّ,تفعلل,0.664,16:93:14,سءل/تفعلن@0.59 ; سءل/تفعلن@0.59 ; سءل/تفعلن@0.59
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:96:9,
no_root_found,N/A,صَالِحَاً,صالحا,صَالِحَ,صالح,1.000,16:97:3,
low_confidence,سعذ,فَاسْتَعِذْ,فاستعذ,اسْتَعِذْ,افتعل,0.658,16:98:4,سعذ/افتعل@0.62 ; سعذ/افتعل@0.62 ; ستعذ/افعلل@0.62
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:99:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:100:4,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,16:100:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:102:9,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,16:103:9,
closed_class_surface,هذا,وَهَذَا,وهذا,هَذَا,closed_class,1.000,16:103:13,
no_root_found,N/A,لِسَانٌ,لسان,لِسَانٌ,لسان,1.000,16:103:14,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:104:2,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:105:4,
no_root_found,N/A,وَقَلْبُهُ,وقلبه,قَلْبُ,قلب,1.000,16:106:10,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:107:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:108:2,
low_confidence,جرم,لَا جَرَمَ,لا جرم,لَا جَرَمَ,افعلل,0.554,16:109:1,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:110:4,
no_root_found,N/A,وَلَحْمَ,ولحم,لَحْمَ,لحم,1.000,16:115:6,
no_root_found,N/A,الْخِنْزِيرِ,الخنزير,خِنْزِيرِ,خنزير,1.000,16:115:7,
no_root_found,N/A,عَادٍ,عاد,عَادٍ,عاد,1.000,16:115:18,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,16:116:7,
closed_class_surface,هذا,وَهَذَا,وهذا,هَذَا,closed_class,1.000,16:116:9,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:116:16,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:118:2,
closed_class_surface,الذين,لِلَّذِينَ,للذين,الَذِينَ,closed_class,1.000,16:119:4,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,16:119:12,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,16:120:2,
no_root_found,N/A,الصَّالِحِينَ,الصالحين,صَالِحِ,صالح,1.000,16:122:9,
no_root_found,N/A,إِبْرَاهِيمَ,إبراهيم,إِبْرَاهِيمَ,ابراهيم,1.000,16:123:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:124:5,
low_confidence,ختلف,يَخْتَلِفُونَ,يختلفون,خْتَلِفُ,فعلل,0.697,16:124:17,خلف/فتعل@0.68 ; ختلف/فعلل@0.63 ; ختلف/فعلل@0.63
closed_class_surface,التي,بِالَّتِي,بالتي,الَّتِي,closed_class,1.000,16:125:9,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,16:128:4,
closed_class_surface,الذين,وَالَّذِينَ,والذين,الَّذِينَ,closed_class,1.000,16:128:6,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:1:2,
no_root_found,N/A,الْمَسْجِدِ,المسجد,مَسْجِدِ,مسجد,1.000,17:1:7,
no_root_found,N/A,الْمَسْجِدِ,المسجد,مَسْجِدِ,مسجد,1.000,17:1:10,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:1:12,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,17:2:2,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,17:2:7,
no_root_found,N/A,نُوحٍ,نوح,نُوحٍ,نوح,1.000,17:3:5,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,17:4:4,
low_confidence,فسد,لَتُفْسِدُنَّ,لتفسدن,لَتُفْسِدُنَّ,تفعلن,0.638,17:4:7,فسد/تفعلن@0.64 ; فسدن/تفعلل@0.62 ; فسد/تفعلن@0.59
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:4:9,
no_root_found,N/A,الْمَسْجِدَ,المسجد,مَسْجِدَ,مسجد,1.000,17:7:15,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,17:8:9,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,17:9:2,
closed_class_surface,التي,لِلَّتِي,للتي,الَتِي,closed_class,1.000,17:9:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:9:10,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,17:9:12,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:10:2,
no_root_found,N/A,طَائِرَهُ,طائره,طَائِرَ,طاءر,1.000,17:13:4,
no_root_found,N/A,نُوحٍ,نوح,نُوحٍ,نوح,1.000,17:17:7,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,17:18:15,
no_root_found,N/A,جَنَاحَ,جناح,جَنَاحَ,جناح,1.000,17:24:3,
no_root_found,N/A,صَالِحِينَ,صالحين,صَالِحِ,صالح,1.000,17:25:8,
low_confidence,عرضن,تُعْرِضَنَّ,تعرضن,عْرِضَنَّ,فعلل,0.697,17:28:2,عرض/فعلن@0.68 ; عرضن/فعلل@0.63 ; عرضن/فعلل@0.63
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,17:33:4,
closed_class_surface,التي,بِالَّتِي,بالتي,الَّتِي,closed_class,1.000,17:34:6,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:35:8,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:37:4,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,17:37:9,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:38:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:39:1,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,17:39:16,
low_confidence,ءصف,أَفَأَصْفَاكُمْ,أفأصفاكم,أَفَأَصْفَا,فلفعل,0.554,17:40:1,ءصف/فلفعل@0.55 ; ءصف/فلفعل@0.52 ; ءصف/فلفعل@0.52
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,17:41:4,
no_root_found,N/A,وَالْأَرْضُ,والأرض,أَرْضُ,ارض,1.000,17:44:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:45:7,
no_root_found,N/A,تَتَّبِعُونَ,تتبعون,تَّبِعُ,تبع,1.000,17:47:16,
no_root_found,N/A,حَدِيدَاً,حديدا,حَدِيدَ,حديد,1.000,17:50:5,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:51:11,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,17:53:4,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,17:55:6,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:56:3,
no_root_found,N/A,يَمْلِكُونَ,يملكون,مْلِكُ,ملك,1.000,17:56:8,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:57:2,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:58:15,
no_root_found,N/A,ثَمُودَ,ثمود,ثَمُودَ,ثمود,1.000,17:59:12,
closed_class_surface,التي,الَّتِي,التي,الَّتِي,closed_class,1.000,17:60:11,
no_root_found,N/A,إِبْلِيسَ,إبليس,إِبْلِيسَ,ابليس,1.000,17:61:8,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,17:62:3,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:62:4,
no_root_found,N/A,اذْهَبْ,اذهب,ذْهَبْ,ذهب,1.000,17:63:2,
no_root_found,N/A,تَبِعَكَ,تبعك,تَبِعَ,تبع,1.000,17:63:4,
no_root_found,N/A,جَهَنَّمَ,جهنم,جَهَنَّمَ,جهنم,1.000,17:63:7,
low_confidence,سطع,اسْتَطَعْتَ,استطعت,اسْتَطَعْ,افتعل,0.658,17:64:3,ستطع/افعلل@0.66 ; سطع/افتعل@0.62 ; سطع/افتعل@0.62
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:66:2,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,17:72:4,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:73:5,
low_confidence,تخذ,لَاتَّخَذُوكَ,لاتخذوك,لَاتَّخَذُو,افعلو,0.630,17:73:12,تخذ/افعلو@0.59 ; تخذ/افعلو@0.59 ; اخذ/فتعلو@0.55
low_confidence,سفز,لَيَسْتَفِزُّونَكَ,ليستفزونك,لَيَسْتَفِزُّونَ,يفتعل,0.677,17:76:3,سفز/يفتعل@0.63 ; سفز/يفتعل@0.63 ; فوز/يستفعلن@0.60
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:76:5,
no_root_found,N/A,يَزِيدُ,يزيد,زِيدُ,زيد,1.000,17:82:10,
low_confidence,ذهب,لَنَذْهَبَنَّ,لنذهبن,لَنَذْهَبَنَّ,نفعلن,0.681,17:86:3,
closed_class_surface,الذي,بِالَّذِي,بالذي,الَّذِي,closed_class,1.000,17:86:4,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,17:88:10,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,17:89:5,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:90:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:95:5,
no_root_found,N/A,مَلَكَاً,ملكا,مَلَكَ,ملك,1.000,17:95:13,
no_root_found,N/A,جَهَنَّمُ,جهنم,جَهَنَّمُ,جهنم,1.000,17:97:23,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:98:1,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:99:5,
no_root_found,N/A,وَالْأَرْضَ,والأرض,أَرْضَ,ارض,1.000,17:99:8,
no_root_found,N/A,تَمْلِكُونَ,تملكون,مْلِكُ,ملك,1.000,17:100:4,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,17:101:3,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,17:101:9,
no_root_found,N/A,فِرْعَوْنُ,فرعون,فِرْعَوْنُ,فرعون,1.000,17:101:14,
no_root_found,N/A,يَامُوسَى,ياموسى,مُوسَى,موسي,1.000,17:101:17,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,17:102:10,
no_root_found,N/A,يَافِرْعَوْنُ,يافرعون,فِرْعَوْنُ,فرعون,1.000,17:102:14,
low_confidence,ستفز,يَسْتَفِزَّهُمْ,يستفزهم,سْتَفِزَّهُمْ,فعلل,0.628,17:103:3,ستفز/فعلل@0.57 ; ستفز/فعلل@0.57 ; ستفز/فعلل@0.57
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,17:103:5,
no_root_found,N/A,إِسْرَائِيلَ,إسرائيل,إِسْرَائِيلَ,اسراءيل,1.000,17:104:5,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,17:104:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,17:107:8,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,17:110:21,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,17:111:4,
no_root_found,N/A,الْمُلْكِ,الملك,مُلْكِ,ملك,1.000,17:111:13,
closed_class_surface,الذي,الَّذِي,الذي,الَّذِي,closed_class,1.000,18:1:3,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:2:9,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,18:2:11,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:4:2,
closed_class_surface,هذا,بِهَذَا,بهذا,هَذَا,closed_class,1.000,18:6:9,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,18:7:5,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,18:14:10,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,18:17:19,
no_root_found,N/A,وَنُقَلِّبُهُمْ,ونقلبهم,قَلِّبُ,قلب,1.000,18:18:5,
closed_class_surface,ذلك,وَكَذَلِكَ,وكذلك,ذَلِكَ,closed_class,1.000,18:19:1,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,18:19:24,
no_root_found,N/A,الْمَدِينَةِ,المدينة,مَدِينَ,مدين,1.000,18:19:26,
low_confidence,لطف,وَلْيَتَلَطَّفْ,وليتلطف,وَلْيَتَلَطَّفْ,فيتفعل,0.652,18:19:34,
low_confidence,شعرن,يُشْعِرَنَّ,يشعرن,شْعِرَنَّ,فعلل,0.697,18:19:36,شعر/فعلن@0.68 ; شعرن/فعلل@0.63 ; شعرن/فعلل@0.63
closed_class_surface,ذلك,وَكَذَلِكَ,وكذلك,ذَلِكَ,closed_class,1.000,18:21:1,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:21:26,
low_confidence,نخذ,لَنَتَّخِذَنَّ,لنتخذن,لَنَتَّخِذَنَّ,فتعلن,0.592,18:21:30,خذن/نتفعل@0.55 ; تخذ/نفعلن@0.52 ; خذن/نتفعل@0.52
no_root_found,N/A,مَسْجِدَاً,مسجدا,مَسْجِدَ,مسجد,1.000,18:21:32,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,18:23:6,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,18:24:16,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,18:26:9,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:28:4,
no_root_found,N/A,قَلْبَهُ,قلبه,قَلْبَ,قلب,1.000,18:28:23,
low_confidence,لمن,فَلْيُؤْمِنْ,فليؤمن,فَلْيُؤْمِنْ,فياعل,0.479,18:29:7,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:30:2,
no_root_found,N/A,الصَّالِحَاتِ,الصالحات,صَالِحَ,صالح,1.000,18:30:5,
no_root_found,N/A,ذَهَبٍ,ذهب,ذَهَبٍ,ذهب,1.000,18:31:14,
closed_class_surface,هذه,هَذِهِ,هذه,هَذِهِ,closed_class,1.000,18:35:11,
closed_class_surface,الذي,بِالَّذِي,بالذي,الَّذِي,closed_class,1.000,18:37:7,
no_root_found,N/A,تُرَابٍ,تراب,تُرَابٍ,تراب,1.000,18:37:10,
no_root_found,N/A,يُقَلِّبُ,يقلب,قَلِّبُ,قلب,1.000,18:42:4,
no_root_found,N/A,الْأَرْضِ,الأرض,أَرْضِ,ارض,1.000,18:45:13,
no_root_found,N/A,الصَّالِحَاتُ,الصالحات,صَالِحَ,صالح,1.000,18:46:7,
no_root_found,N/A,الْأَرْضَ,الأرض,أَرْضَ,ارض,1.000,18:47:5,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,18:49:11,
no_root_found,N/A,إِبْلِيسَ,إبليس,إِبْلِيسَ,ابليس,1.000,18:50:8,
no_root_found,N/A,وَالْأَرْضِ,والأرض,أَرْضِ,ارض,1.000,18:51:5,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:52:5,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,18:54:4,
closed_class_surface,الذين,الَّذِينَ,الذين,الَّذِينَ,closed_class,1.000,18:56:8,
closed_class_surface,تلك,وَتِلْكَ,وتلك,تِلْكَ,closed_class,1.000,18:59:1,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,18:60:3,
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,18:62:11,
closed_class_surface,ذلك,ذَلِكَ,ذلك,ذَلِكَ,closed_class,1.000,18:64:2,
no_root_found,N/A,مُوسَى,موسى,مُوسَى,موسي,1.000,18:66:3,
low_confidence,طلق,فَانْطَلَقَا,فانطلقا,انْطَلَقَا,انفعل,0.638,18:71:1,نطلق/افعلل@0.59 ; نلق/افطعل@0.52
low_confidence,طلق,فَانْطَلَقَا,فانطلقا,انْطَلَقَا,انفعل,0.638,18:74:1,نطلق/افعلل@0.59 ; نلق/افطعل@0.52
low_confidence,طلق,فَانْطَلَقَا,فانطلقا,انْطَلَقَا,انفعل,0.638,18:77:1,نطلق/افعلل@0.59 ; نلق/افطعل@0.52
closed_class_surface,هذا,هَذَا,هذا,هَذَا,closed_class,1.000,18:78:2,
low_confidence,ستطع,تَسْتَطِعْ,تستطع,سْتَطِعْ,فعلل,0.697,18:78:10,ستطع/فعلل@0.63 ; ستطع/فعلل@0.63 ; ستطع/فعلل@0.63
